areaCode,areaName,areaType,date,cumReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDateRate
E12000001,North East,region,18/01/2023,83126,3100.8
E12000001,North East,region,17/01/2023,83096,3099.7
E12000001,North East,region,16/01/2023,83060,3098.4
E12000001,North East,region,15/01/2023,83006,3096.4
E12000001,North East,region,14/01/2023,82975,3095.2
E12000001,North East,region,13/01/2023,82950,3094.3
E12000001,North East,region,12/01/2023,82906,3092.6
E12000001,North East,region,11/01/2023,82856,3090.8
E12000001,North East,region,10/01/2023,82795,3088.5
E12000001,North East,region,09/01/2023,82738,3086.4
E12000001,North East,region,08/01/2023,82675,3084
E12000001,North East,region,07/01/2023,82634,3082.5
E12000001,North East,region,06/01/2023,82598,3081.1
E12000001,North East,region,05/01/2023,82533,3078.7
E12000001,North East,region,04/01/2023,82453,3075.7
E12000001,North East,region,03/01/2023,82363,3072.4
E12000001,North East,region,02/01/2023,82243,3067.9
E12000001,North East,region,01/01/2023,82169,3065.1
E12000001,North East,region,31/12/2022,82136,3063.9
E12000001,North East,region,30/12/2022,82072,3061.5
E12000001,North East,region,29/12/2022,81981,3058.1
E12000001,North East,region,28/12/2022,81852,3053.3
E12000001,North East,region,27/12/2022,81733,3048.9
E12000001,North East,region,26/12/2022,81639,3045.4
E12000001,North East,region,25/12/2022,81581,3043.2
E12000001,North East,region,24/12/2022,81540,3041.7
E12000001,North East,region,23/12/2022,81488,3039.7
E12000001,North East,region,22/12/2022,81439,3037.9
E12000001,North East,region,21/12/2022,81373,3035.4
E12000001,North East,region,20/12/2022,81269,3031.6
E12000001,North East,region,19/12/2022,81160,3027.5
E12000001,North East,region,18/12/2022,81053,3023.5
E12000001,North East,region,17/12/2022,80995,3021.3
E12000001,North East,region,16/12/2022,80950,3019.7
E12000001,North East,region,15/12/2022,80866,3016.5
E12000001,North East,region,14/12/2022,80784,3013.5
E12000001,North East,region,13/12/2022,80703,3010.4
E12000001,North East,region,12/12/2022,80626,3007.6
E12000001,North East,region,11/12/2022,80549,3004.7
E12000001,North East,region,10/12/2022,80478,3002.1
E12000001,North East,region,09/12/2022,80430,3000.3
E12000001,North East,region,08/12/2022,80376,2998.3
E12000001,North East,region,07/12/2022,80315,2996
E12000001,North East,region,06/12/2022,80238,2993.1
E12000001,North East,region,05/12/2022,80150,2989.8
E12000001,North East,region,04/12/2022,80047,2986
E12000001,North East,region,03/12/2022,79991,2983.9
E12000001,North East,region,02/12/2022,79949,2982.3
E12000001,North East,region,01/12/2022,79898,2980.4
E12000001,North East,region,30/11/2022,79837,2978.1
E12000001,North East,region,29/11/2022,79772,2975.7
E12000001,North East,region,28/11/2022,79700,2973
E12000001,North East,region,27/11/2022,79627,2970.3
E12000001,North East,region,26/11/2022,79568,2968.1
E12000001,North East,region,25/11/2022,79543,2967.2
E12000001,North East,region,24/11/2022,79513,2966.1
E12000001,North East,region,23/11/2022,79454,2963.9
E12000001,North East,region,22/11/2022,79411,2962.3
E12000001,North East,region,21/11/2022,79344,2959.8
E12000001,North East,region,20/11/2022,79287,2957.6
E12000001,North East,region,19/11/2022,79247,2956.1
E12000001,North East,region,18/11/2022,79210,2954.8
E12000001,North East,region,17/11/2022,79168,2953.2
E12000001,North East,region,16/11/2022,79114,2951.2
E12000001,North East,region,15/11/2022,79069,2949.5
E12000001,North East,region,14/11/2022,79024,2947.8
E12000001,North East,region,13/11/2022,78960,2945.4
E12000001,North East,region,12/11/2022,78904,2943.3
E12000001,North East,region,11/11/2022,78870,2942.1
E12000001,North East,region,10/11/2022,78825,2940.4
E12000001,North East,region,09/11/2022,78775,2938.5
E12000001,North East,region,08/11/2022,78701,2935.8
E12000001,North East,region,07/11/2022,78636,2933.3
E12000001,North East,region,06/11/2022,78575,2931.1
E12000001,North East,region,05/11/2022,78507,2928.5
E12000001,North East,region,04/11/2022,78473,2927.3
E12000001,North East,region,03/11/2022,78429,2925.6
E12000001,North East,region,02/11/2022,78375,2923.6
E12000001,North East,region,01/11/2022,78300,2920.8
E12000001,North East,region,31/10/2022,78224,2918
E12000001,North East,region,30/10/2022,78127,2914.4
E12000001,North East,region,29/10/2022,78054,2911.6
E12000001,North East,region,28/10/2022,78014,2910.1
E12000001,North East,region,27/10/2022,77954,2907.9
E12000001,North East,region,26/10/2022,77874,2904.9
E12000001,North East,region,25/10/2022,77779,2901.4
E12000001,North East,region,24/10/2022,77691,2898.1
E12000001,North East,region,23/10/2022,77588,2894.3
E12000001,North East,region,22/10/2022,77504,2891.1
E12000001,North East,region,21/10/2022,77418,2887.9
E12000001,North East,region,20/10/2022,77319,2884.2
E12000001,North East,region,19/10/2022,77223,2880.6
E12000001,North East,region,18/10/2022,77129,2877.1
E12000001,North East,region,17/10/2022,77002,2872.4
E12000001,North East,region,16/10/2022,76845,2866.5
E12000001,North East,region,15/10/2022,76732,2862.3
E12000001,North East,region,14/10/2022,76640,2858.9
E12000001,North East,region,13/10/2022,76547,2855.4
E12000001,North East,region,12/10/2022,76450,2851.8
E12000001,North East,region,11/10/2022,76330,2847.3
E12000001,North East,region,10/10/2022,76203,2842.6
E12000001,North East,region,09/10/2022,76046,2836.7
E12000001,North East,region,08/10/2022,75895,2831.1
E12000001,North East,region,07/10/2022,75820,2828.3
E12000001,North East,region,06/10/2022,75690,2823.4
E12000001,North East,region,05/10/2022,75548,2818.2
E12000001,North East,region,04/10/2022,75414,2813.2
E12000001,North East,region,03/10/2022,75276,2808
E12000001,North East,region,02/10/2022,75115,2802
E12000001,North East,region,01/10/2022,74992,2797.4
E12000001,North East,region,30/09/2022,74904,2794.1
E12000001,North East,region,29/09/2022,74801,2790.3
E12000001,North East,region,28/09/2022,74670,2785.4
E12000001,North East,region,27/09/2022,74537,2780.4
E12000001,North East,region,26/09/2022,74392,2775
E12000001,North East,region,25/09/2022,74238,2769.3
E12000001,North East,region,24/09/2022,74131,2765.3
E12000001,North East,region,23/09/2022,74056,2762.5
E12000001,North East,region,22/09/2022,73976,2759.5
E12000001,North East,region,21/09/2022,73839,2754.4
E12000001,North East,region,20/09/2022,73746,2750.9
E12000001,North East,region,19/09/2022,73612,2745.9
E12000001,North East,region,18/09/2022,73496,2741.6
E12000001,North East,region,17/09/2022,73430,2739.1
E12000001,North East,region,16/09/2022,73379,2737.2
E12000001,North East,region,15/09/2022,73316,2734.9
E12000001,North East,region,14/09/2022,73223,2731.4
E12000001,North East,region,13/09/2022,73132,2728
E12000001,North East,region,12/09/2022,73062,2725.4
E12000001,North East,region,11/09/2022,72969,2721.9
E12000001,North East,region,10/09/2022,72903,2719.5
E12000001,North East,region,09/09/2022,72865,2718.1
E12000001,North East,region,08/09/2022,72811,2716.1
E12000001,North East,region,07/09/2022,72748,2713.7
E12000001,North East,region,06/09/2022,72697,2711.8
E12000001,North East,region,05/09/2022,72640,2709.7
E12000001,North East,region,04/09/2022,72552,2706.4
E12000001,North East,region,03/09/2022,72490,2704.1
E12000001,North East,region,02/09/2022,72444,2702.4
E12000001,North East,region,01/09/2022,72404,2700.9
E12000001,North East,region,31/08/2022,72358,2699.2
E12000001,North East,region,30/08/2022,72306,2697.2
E12000001,North East,region,29/08/2022,72225,2694.2
E12000001,North East,region,28/08/2022,72158,2691.7
E12000001,North East,region,27/08/2022,72124,2690.4
E12000001,North East,region,26/08/2022,72083,2688.9
E12000001,North East,region,25/08/2022,72037,2687.2
E12000001,North East,region,24/08/2022,71986,2685.3
E12000001,North East,region,23/08/2022,71928,2683.1
E12000001,North East,region,22/08/2022,71863,2680.7
E12000001,North East,region,21/08/2022,71786,2677.8
E12000001,North East,region,20/08/2022,71716,2675.2
E12000001,North East,region,19/08/2022,71678,2673.8
E12000001,North East,region,18/08/2022,71637,2672.3
E12000001,North East,region,17/08/2022,71585,2670.3
E12000001,North East,region,16/08/2022,71522,2668
E12000001,North East,region,15/08/2022,71470,2666
E12000001,North East,region,14/08/2022,71394,2663.2
E12000001,North East,region,13/08/2022,71326,2660.7
E12000001,North East,region,12/08/2022,71265,2658.4
E12000001,North East,region,11/08/2022,71197,2655.8
E12000001,North East,region,10/08/2022,71128,2653.3
E12000001,North East,region,09/08/2022,71038,2649.9
E12000001,North East,region,08/08/2022,70939,2646.2
E12000001,North East,region,07/08/2022,70839,2642.5
E12000001,North East,region,06/08/2022,70748,2639.1
E12000001,North East,region,05/08/2022,70681,2636.6
E12000001,North East,region,04/08/2022,70579,2632.8
E12000001,North East,region,03/08/2022,70480,2629.1
E12000001,North East,region,02/08/2022,70384,2625.5
E12000001,North East,region,01/08/2022,70299,2622.4
E12000001,North East,region,31/07/2022,70159,2617.1
E12000001,North East,region,30/07/2022,70049,2613
E12000001,North East,region,29/07/2022,69969,2610
E12000001,North East,region,28/07/2022,69885,2606.9
E12000001,North East,region,27/07/2022,69761,2602.3
E12000001,North East,region,26/07/2022,69638,2597.7
E12000001,North East,region,25/07/2022,69509,2592.9
E12000001,North East,region,24/07/2022,69364,2587.5
E12000001,North East,region,23/07/2022,69243,2583
E12000001,North East,region,22/07/2022,69144,2579.3
E12000001,North East,region,21/07/2022,69006,2574.1
E12000001,North East,region,20/07/2022,68833,2567.7
E12000001,North East,region,19/07/2022,68628,2560
E12000001,North East,region,18/07/2022,68437,2552.9
E12000001,North East,region,17/07/2022,68214,2544.6
E12000001,North East,region,16/07/2022,68019,2537.3
E12000001,North East,region,15/07/2022,67855,2531.2
E12000001,North East,region,14/07/2022,67660,2523.9
E12000001,North East,region,13/07/2022,67428,2515.3
E12000001,North East,region,12/07/2022,67148,2504.8
E12000001,North East,region,11/07/2022,66840,2493.3
E12000001,North East,region,10/07/2022,66490,2480.3
E12000001,North East,region,09/07/2022,66218,2470.1
E12000001,North East,region,08/07/2022,66015,2462.5
E12000001,North East,region,07/07/2022,65763,2453.1
E12000001,North East,region,06/07/2022,65505,2443.5
E12000001,North East,region,05/07/2022,65218,2432.8
E12000001,North East,region,04/07/2022,64922,2421.8
E12000001,North East,region,03/07/2022,64559,2408.2
E12000001,North East,region,02/07/2022,64291,2398.2
E12000001,North East,region,01/07/2022,64087,2390.6
E12000001,North East,region,30/06/2022,63884,2383.1
E12000001,North East,region,29/06/2022,63665,2374.9
E12000001,North East,region,28/06/2022,63430,2366.1
E12000001,North East,region,27/06/2022,63187,2357.1
E12000001,North East,region,26/06/2022,62926,2347.3
E12000001,North East,region,25/06/2022,62718,2339.6
E12000001,North East,region,24/06/2022,62545,2333.1
E12000001,North East,region,23/06/2022,62345,2325.6
E12000001,North East,region,22/06/2022,62183,2319.6
E12000001,North East,region,21/06/2022,62008,2313.1
E12000001,North East,region,20/06/2022,61795,2305.1
E12000001,North East,region,19/06/2022,61597,2297.7
E12000001,North East,region,18/06/2022,61417,2291
E12000001,North East,region,17/06/2022,61309,2287
E12000001,North East,region,16/06/2022,61163,2281.6
E12000001,North East,region,15/06/2022,61037,2276.9
E12000001,North East,region,14/06/2022,60882,2271.1
E12000001,North East,region,13/06/2022,60760,2266.5
E12000001,North East,region,12/06/2022,60593,2260.3
E12000001,North East,region,11/06/2022,60456,2255.2
E12000001,North East,region,10/06/2022,60364,2251.7
E12000001,North East,region,09/06/2022,60274,2248.4
E12000001,North East,region,08/06/2022,60165,2244.3
E12000001,North East,region,07/06/2022,60044,2239.8
E12000001,North East,region,06/06/2022,59945,2236.1
E12000001,North East,region,05/06/2022,59811,2231.1
E12000001,North East,region,04/06/2022,59745,2228.7
E12000001,North East,region,03/06/2022,59681,2226.3
E12000001,North East,region,02/06/2022,59639,2224.7
E12000001,North East,region,01/06/2022,59590,2222.9
E12000001,North East,region,31/05/2022,59543,2221.1
E12000001,North East,region,30/05/2022,59499,2219.5
E12000001,North East,region,29/05/2022,59451,2217.7
E12000001,North East,region,28/05/2022,59415,2216.3
E12000001,North East,region,27/05/2022,59387,2215.3
E12000001,North East,region,26/05/2022,59345,2213.7
E12000001,North East,region,25/05/2022,59297,2211.9
E12000001,North East,region,24/05/2022,59244,2210
E12000001,North East,region,23/05/2022,59181,2207.6
E12000001,North East,region,22/05/2022,59107,2204.9
E12000001,North East,region,21/05/2022,59050,2202.7
E12000001,North East,region,20/05/2022,59011,2201.3
E12000001,North East,region,19/05/2022,58969,2199.7
E12000001,North East,region,18/05/2022,58900,2197.1
E12000001,North East,region,17/05/2022,58834,2194.7
E12000001,North East,region,16/05/2022,58749,2191.5
E12000001,North East,region,15/05/2022,58659,2188.1
E12000001,North East,region,14/05/2022,58574,2185
E12000001,North East,region,13/05/2022,58511,2182.6
E12000001,North East,region,12/05/2022,58454,2180.5
E12000001,North East,region,11/05/2022,58384,2177.9
E12000001,North East,region,10/05/2022,58290,2174.4
E12000001,North East,region,09/05/2022,58180,2170.3
E12000001,North East,region,08/05/2022,58056,2165.7
E12000001,North East,region,07/05/2022,57974,2162.6
E12000001,North East,region,06/05/2022,57921,2160.6
E12000001,North East,region,05/05/2022,57846,2157.8
E12000001,North East,region,04/05/2022,57742,2153.9
E12000001,North East,region,03/05/2022,57620,2149.4
E12000001,North East,region,02/05/2022,57495,2144.7
E12000001,North East,region,01/05/2022,57387,2140.7
E12000001,North East,region,30/04/2022,57307,2137.7
E12000001,North East,region,29/04/2022,57228,2134.8
E12000001,North East,region,28/04/2022,57157,2132.1
E12000001,North East,region,27/04/2022,57060,2128.5
E12000001,North East,region,26/04/2022,56958,2124.7
E12000001,North East,region,25/04/2022,56830,2119.9
E12000001,North East,region,24/04/2022,56683,2114.4
E12000001,North East,region,23/04/2022,56555,2109.7
E12000001,North East,region,22/04/2022,56483,2107
E12000001,North East,region,21/04/2022,56359,2102.3
E12000001,North East,region,20/04/2022,56238,2097.8
E12000001,North East,region,19/04/2022,56065,2091.4
E12000001,North East,region,18/04/2022,55889,2084.8
E12000001,North East,region,17/04/2022,55727,2078.8
E12000001,North East,region,16/04/2022,55603,2074.1
E12000001,North East,region,15/04/2022,55488,2069.9
E12000001,North East,region,14/04/2022,55367,2065.3
E12000001,North East,region,13/04/2022,55208,2059.4
E12000001,North East,region,12/04/2022,55002,2051.7
E12000001,North East,region,11/04/2022,54805,2044.4
E12000001,North East,region,10/04/2022,54572,2035.7
E12000001,North East,region,09/04/2022,54364,2027.9
E12000001,North East,region,08/04/2022,54201,2021.8
E12000001,North East,region,07/04/2022,54024,2015.2
E12000001,North East,region,06/04/2022,53752,2005.1
E12000001,North East,region,05/04/2022,53471,1994.6
E12000001,North East,region,04/04/2022,53161,1983.1
E12000001,North East,region,03/04/2022,52859,1971.8
E12000001,North East,region,02/04/2022,52603,1962.2
E12000001,North East,region,01/04/2022,52404,1954.8
E12000001,North East,region,31/03/2022,52143,1945.1
E12000001,North East,region,30/03/2022,51862,1934.6
E12000001,North East,region,29/03/2022,51396,1917.2
E12000001,North East,region,28/03/2022,50924,1899.6
E12000001,North East,region,27/03/2022,50305,1876.5
E12000001,North East,region,26/03/2022,49936,1862.8
E12000001,North East,region,25/03/2022,49612,1850.7
E12000001,North East,region,24/03/2022,49249,1837.1
E12000001,North East,region,23/03/2022,48869,1823
E12000001,North East,region,22/03/2022,48419,1806.2
E12000001,North East,region,21/03/2022,47897,1786.7
E12000001,North East,region,20/03/2022,47436,1769.5
E12000001,North East,region,19/03/2022,47099,1756.9
E12000001,North East,region,18/03/2022,46847,1747.5
E12000001,North East,region,17/03/2022,46606,1738.5
E12000001,North East,region,16/03/2022,46296,1727
E12000001,North East,region,15/03/2022,45993,1715.7
E12000001,North East,region,14/03/2022,45673,1703.7
E12000001,North East,region,13/03/2022,45318,1690.5
E12000001,North East,region,12/03/2022,45094,1682.1
E12000001,North East,region,11/03/2022,44929,1676
E12000001,North East,region,10/03/2022,44740,1668.9
E12000001,North East,region,09/03/2022,44553,1662
E12000001,North East,region,08/03/2022,44349,1654.3
E12000001,North East,region,07/03/2022,44165,1647.5
E12000001,North East,region,06/03/2022,43952,1639.5
E12000001,North East,region,05/03/2022,43835,1635.2
E12000001,North East,region,04/03/2022,43750,1632
E12000001,North East,region,03/03/2022,43635,1627.7
E12000001,North East,region,02/03/2022,43504,1622.8
E12000001,North East,region,01/03/2022,43361,1617.5
E12000001,North East,region,28/02/2022,43258,1613.6
E12000001,North East,region,27/02/2022,43112,1608.2
E12000001,North East,region,26/02/2022,43020,1604.8
E12000001,North East,region,25/02/2022,42951,1602.2
E12000001,North East,region,24/02/2022,42870,1599.2
E12000001,North East,region,23/02/2022,42766,1595.3
E12000001,North East,region,22/02/2022,42640,1590.6
E12000001,North East,region,21/02/2022,42537,1586.7
E12000001,North East,region,20/02/2022,42397,1581.5
E12000001,North East,region,19/02/2022,42295,1577.7
E12000001,North East,region,18/02/2022,42228,1575.2
E12000001,North East,region,17/02/2022,42108,1570.7
E12000001,North East,region,16/02/2022,41955,1565
E12000001,North East,region,15/02/2022,41754,1557.5
E12000001,North East,region,14/02/2022,41564,1550.5
E12000001,North East,region,13/02/2022,41374,1543.4
E12000001,North East,region,12/02/2022,41230,1538
E12000001,North East,region,11/02/2022,41106,1533.4
E12000001,North East,region,10/02/2022,40941,1527.2
E12000001,North East,region,09/02/2022,40761,1520.5
E12000001,North East,region,08/02/2022,40530,1511.9
E12000001,North East,region,07/02/2022,40233,1500.8
E12000001,North East,region,06/02/2022,39939,1489.8
E12000001,North East,region,05/02/2022,39721,1481.7
E12000001,North East,region,04/02/2022,39518,1474.1
E12000001,North East,region,03/02/2022,39274,1465
E12000001,North East,region,02/02/2022,38964,1453.5
E12000001,North East,region,01/02/2022,38568,1438.7
E12000001,North East,region,31/01/2022,38120,1422
E12000001,North East,region,30/01/2022,37601,1402.6
E12000001,North East,region,29/01/2022,37221,1388.4
E12000001,North East,region,28/01/2022,36964,1378.9
E12000001,North East,region,27/01/2022,36601,1365.3
E12000001,North East,region,26/01/2022,36154,1348.6
E12000001,North East,region,25/01/2022,35628,1329
E12000001,North East,region,24/01/2022,35039,1307.1
E12000001,North East,region,23/01/2022,34370,1282.1
E12000001,North East,region,22/01/2022,33858,1263
E12000001,North East,region,21/01/2022,33438,1247.3
E12000001,North East,region,20/01/2022,32972,1229.9
E12000001,North East,region,19/01/2022,32421,1209.4
E12000001,North East,region,18/01/2022,31748,1184.3
E12000001,North East,region,17/01/2022,31021,1157.2
E12000001,North East,region,16/01/2022,30184,1125.9
E12000001,North East,region,15/01/2022,29535,1101.7
E12000001,North East,region,14/01/2022,29061,1084.1
E12000001,North East,region,13/01/2022,28506,1063.4
E12000001,North East,region,12/01/2022,27828,1038.1
E12000001,North East,region,11/01/2022,27143,1012.5
E12000001,North East,region,10/01/2022,26352,983
E12000001,North East,region,09/01/2022,25386,947
E12000001,North East,region,08/01/2022,24712,921.8
E12000001,North East,region,07/01/2022,24041,896.8
E12000001,North East,region,06/01/2022,23007,858.2
E12000001,North East,region,05/01/2022,21411,798.7
E12000001,North East,region,04/01/2022,19498,727.3
E12000001,North East,region,03/01/2022,17240,643.1
E12000001,North East,region,02/01/2022,15436,575.8
E12000001,North East,region,01/01/2022,14234,531
E12000001,North East,region,31/12/2021,13528,504.6
E12000001,North East,region,30/12/2021,12316,459.4
E12000001,North East,region,29/12/2021,10947,408.4
E12000001,North East,region,28/12/2021,9638,359.5
E12000001,North East,region,27/12/2021,8820,329
E12000001,North East,region,26/12/2021,8255,307.9
E12000001,North East,region,25/12/2021,7887,294.2
E12000001,North East,region,24/12/2021,7706,287.5
E12000001,North East,region,23/12/2021,7330,273.4
E12000001,North East,region,22/12/2021,6930,258.5
E12000001,North East,region,21/12/2021,6524,243.4
E12000001,North East,region,20/12/2021,6200,231.3
E12000001,North East,region,19/12/2021,5982,223.1
E12000001,North East,region,18/12/2021,5845,218
E12000001,North East,region,17/12/2021,5714,213.1
E12000001,North East,region,16/12/2021,5586,208.4
E12000001,North East,region,15/12/2021,5487,204.7
E12000001,North East,region,14/12/2021,5373,200.4
E12000001,North East,region,13/12/2021,5280,197
E12000001,North East,region,12/12/2021,5212,194.4
E12000001,North East,region,11/12/2021,5187,193.5
E12000001,North East,region,10/12/2021,5154,192.3
E12000001,North East,region,09/12/2021,5120,191
E12000001,North East,region,08/12/2021,5079,189.5
E12000001,North East,region,07/12/2021,5046,188.2
E12000001,North East,region,06/12/2021,5018,187.2
E12000001,North East,region,05/12/2021,4986,186
E12000001,North East,region,04/12/2021,4972,185.5
E12000001,North East,region,03/12/2021,4953,184.8
E12000001,North East,region,02/12/2021,4935,184.1
E12000001,North East,region,01/12/2021,4903,182.9
E12000001,North East,region,30/11/2021,4873,181.8
E12000001,North East,region,29/11/2021,4838,180.5
E12000001,North East,region,28/11/2021,4806,179.3
E12000001,North East,region,27/11/2021,4784,178.5
E12000001,North East,region,26/11/2021,4776,178.2
E12000001,North East,region,25/11/2021,4754,177.3
E12000001,North East,region,24/11/2021,4731,176.5
E12000001,North East,region,23/11/2021,4694,175.1
E12000001,North East,region,22/11/2021,4672,174.3
E12000001,North East,region,21/11/2021,4651,173.5
E12000001,North East,region,20/11/2021,4634,172.9
E12000001,North East,region,19/11/2021,4621,172.4
E12000001,North East,region,18/11/2021,4597,171.5
E12000001,North East,region,17/11/2021,4570,170.5
E12000001,North East,region,16/11/2021,4547,169.6
E12000001,North East,region,15/11/2021,4529,168.9
E12000001,North East,region,14/11/2021,4507,168.1
E12000001,North East,region,13/11/2021,4480,167.1
E12000001,North East,region,12/11/2021,4460,166.4
E12000001,North East,region,11/11/2021,4436,165.5
E12000001,North East,region,10/11/2021,4412,164.6
E12000001,North East,region,09/11/2021,4376,163.2
E12000001,North East,region,08/11/2021,4340,161.9
E12000001,North East,region,07/11/2021,4311,160.8
E12000001,North East,region,06/11/2021,4293,160.1
E12000001,North East,region,05/11/2021,4264,159.1
E12000001,North East,region,04/11/2021,4248,158.5
E12000001,North East,region,03/11/2021,4226,157.6
E12000001,North East,region,02/11/2021,4207,156.9
E12000001,North East,region,01/11/2021,4190,156.3
E12000001,North East,region,31/10/2021,4151,154.8
E12000001,North East,region,30/10/2021,4120,153.7
E12000001,North East,region,29/10/2021,4099,152.9
E12000001,North East,region,28/10/2021,4067,151.7
E12000001,North East,region,27/10/2021,4035,150.5
E12000001,North East,region,26/10/2021,4010,149.6
E12000001,North East,region,25/10/2021,3993,149
E12000001,North East,region,24/10/2021,3973,148.2
E12000001,North East,region,23/10/2021,3954,147.5
E12000001,North East,region,22/10/2021,3939,146.9
E12000001,North East,region,21/10/2021,3917,146.1
E12000001,North East,region,20/10/2021,3891,145.1
E12000001,North East,region,19/10/2021,3867,144.2
E12000001,North East,region,18/10/2021,3835,143.1
E12000001,North East,region,17/10/2021,3804,141.9
E12000001,North East,region,16/10/2021,3788,141.3
E12000001,North East,region,15/10/2021,3766,140.5
E12000001,North East,region,14/10/2021,3746,139.7
E12000001,North East,region,13/10/2021,3727,139
E12000001,North East,region,12/10/2021,3708,138.3
E12000001,North East,region,11/10/2021,3679,137.2
E12000001,North East,region,10/10/2021,3653,136.3
E12000001,North East,region,09/10/2021,3636,135.6
E12000001,North East,region,08/10/2021,3629,135.4
E12000001,North East,region,07/10/2021,3613,134.8
E12000001,North East,region,06/10/2021,3592,134
E12000001,North East,region,05/10/2021,3568,133.1
E12000001,North East,region,04/10/2021,3549,132.4
E12000001,North East,region,03/10/2021,3530,131.7
E12000001,North East,region,02/10/2021,3518,131.2
E12000001,North East,region,01/10/2021,3508,130.9
E12000001,North East,region,30/09/2021,3484,130
E12000001,North East,region,29/09/2021,3471,129.5
E12000001,North East,region,28/09/2021,3457,129
E12000001,North East,region,27/09/2021,3432,128
E12000001,North East,region,26/09/2021,3409,127.2
E12000001,North East,region,25/09/2021,3399,126.8
E12000001,North East,region,24/09/2021,3389,126.4
E12000001,North East,region,23/09/2021,3370,125.7
E12000001,North East,region,22/09/2021,3353,125.1
E12000001,North East,region,21/09/2021,3336,124.4
E12000001,North East,region,20/09/2021,3318,123.8
E12000001,North East,region,19/09/2021,3294,122.9
E12000001,North East,region,18/09/2021,3282,122.4
E12000001,North East,region,17/09/2021,3263,121.7
E12000001,North East,region,16/09/2021,3252,121.3
E12000001,North East,region,15/09/2021,3235,120.7
E12000001,North East,region,14/09/2021,3223,120.2
E12000001,North East,region,13/09/2021,3206,119.6
E12000001,North East,region,12/09/2021,3195,119.2
E12000001,North East,region,11/09/2021,3183,118.7
E12000001,North East,region,10/09/2021,3171,118.3
E12000001,North East,region,09/09/2021,3155,117.7
E12000001,North East,region,08/09/2021,3136,117
E12000001,North East,region,07/09/2021,3115,116.2
E12000001,North East,region,06/09/2021,3099,115.6
E12000001,North East,region,05/09/2021,3072,114.6
E12000001,North East,region,04/09/2021,3060,114.1
E12000001,North East,region,03/09/2021,3040,113.4
E12000001,North East,region,02/09/2021,3016,112.5
E12000001,North East,region,01/09/2021,3001,111.9
E12000001,North East,region,31/08/2021,2979,111.1
E12000001,North East,region,30/08/2021,2952,110.1
E12000001,North East,region,29/08/2021,2932,109.4
E12000001,North East,region,28/08/2021,2916,108.8
E12000001,North East,region,27/08/2021,2909,108.5
E12000001,North East,region,26/08/2021,2887,107.7
E12000001,North East,region,25/08/2021,2875,107.2
E12000001,North East,region,24/08/2021,2856,106.5
E12000001,North East,region,23/08/2021,2848,106.2
E12000001,North East,region,22/08/2021,2831,105.6
E12000001,North East,region,21/08/2021,2819,105.2
E12000001,North East,region,20/08/2021,2807,104.7
E12000001,North East,region,19/08/2021,2791,104.1
E12000001,North East,region,18/08/2021,2776,103.6
E12000001,North East,region,17/08/2021,2757,102.8
E12000001,North East,region,16/08/2021,2740,102.2
E12000001,North East,region,15/08/2021,2720,101.5
E12000001,North East,region,14/08/2021,2709,101.1
E12000001,North East,region,13/08/2021,2693,100.5
E12000001,North East,region,12/08/2021,2679,99.9
E12000001,North East,region,11/08/2021,2668,99.5
E12000001,North East,region,10/08/2021,2657,99.1
E12000001,North East,region,09/08/2021,2638,98.4
E12000001,North East,region,08/08/2021,2621,97.8
E12000001,North East,region,07/08/2021,2611,97.4
E12000001,North East,region,06/08/2021,2600,97
E12000001,North East,region,05/08/2021,2585,96.4
E12000001,North East,region,04/08/2021,2567,95.8
E12000001,North East,region,03/08/2021,2552,95.2
E12000001,North East,region,02/08/2021,2544,94.9
E12000001,North East,region,01/08/2021,2527,94.3
E12000001,North East,region,31/07/2021,2514,93.8
E12000001,North East,region,30/07/2021,2505,93.4
E12000001,North East,region,29/07/2021,2489,92.8
E12000001,North East,region,28/07/2021,2468,92.1
E12000001,North East,region,27/07/2021,2447,91.3
E12000001,North East,region,26/07/2021,2427,90.5
E12000001,North East,region,25/07/2021,2407,89.8
E12000001,North East,region,24/07/2021,2389,89.1
E12000001,North East,region,23/07/2021,2373,88.5
E12000001,North East,region,22/07/2021,2354,87.8
E12000001,North East,region,21/07/2021,2331,87
E12000001,North East,region,20/07/2021,2305,86
E12000001,North East,region,19/07/2021,2275,84.9
E12000001,North East,region,18/07/2021,2235,83.4
E12000001,North East,region,17/07/2021,2202,82.1
E12000001,North East,region,16/07/2021,2170,80.9
E12000001,North East,region,15/07/2021,2113,78.8
E12000001,North East,region,14/07/2021,2045,76.3
E12000001,North East,region,13/07/2021,1992,74.3
E12000001,North East,region,12/07/2021,1931,72
E12000001,North East,region,11/07/2021,1880,70.1
E12000001,North East,region,10/07/2021,1848,68.9
E12000001,North East,region,09/07/2021,1816,67.7
E12000001,North East,region,08/07/2021,1782,66.5
E12000001,North East,region,07/07/2021,1742,65
E12000001,North East,region,06/07/2021,1667,62.2
E12000001,North East,region,05/07/2021,1611,60.1
E12000001,North East,region,04/07/2021,1567,58.5
E12000001,North East,region,03/07/2021,1524,56.8
E12000001,North East,region,02/07/2021,1488,55.5
E12000001,North East,region,01/07/2021,1445,53.9
E12000001,North East,region,30/06/2021,1396,52.1
E12000001,North East,region,29/06/2021,1350,50.4
