areaCode,areaName,areaType,date,cumReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDateRate
E12000002,North West,region,27/05/2021,2781,37.7
E12000002,North West,region,26/05/2021,2766,37.5
E12000002,North West,region,25/05/2021,2749,37.3
E12000002,North West,region,24/05/2021,2734,37.1
E12000002,North West,region,23/05/2021,2710,36.8
E12000002,North West,region,22/05/2021,2696,36.6
E12000002,North West,region,21/05/2021,2688,36.5
E12000002,North West,region,20/05/2021,2681,36.4
E12000002,North West,region,19/05/2021,2667,36.2
E12000002,North West,region,18/05/2021,2652,36
E12000002,North West,region,17/05/2021,2633,35.7
E12000002,North West,region,16/05/2021,2620,35.6
E12000002,North West,region,15/05/2021,2611,35.4
E12000002,North West,region,14/05/2021,2607,35.4
E12000002,North West,region,13/05/2021,2598,35.3
E12000002,North West,region,12/05/2021,2591,35.2
E12000002,North West,region,11/05/2021,2581,35
E12000002,North West,region,10/05/2021,2567,34.8
E12000002,North West,region,09/05/2021,2557,34.7
E12000002,North West,region,08/05/2021,2552,34.6
E12000002,North West,region,07/05/2021,2545,34.5
E12000002,North West,region,06/05/2021,2536,34.4
E12000002,North West,region,05/05/2021,2523,34.2
E12000002,North West,region,04/05/2021,2509,34.1
E12000002,North West,region,03/05/2021,2499,33.9
E12000002,North West,region,02/05/2021,2490,33.8
E12000002,North West,region,01/05/2021,2485,33.7
E12000002,North West,region,30/04/2021,2479,33.6
E12000002,North West,region,29/04/2021,2469,33.5
E12000002,North West,region,28/04/2021,2457,33.3
E12000002,North West,region,27/04/2021,2443,33.2
E12000002,North West,region,26/04/2021,2430,33
E12000002,North West,region,25/04/2021,2417,32.8
E12000002,North West,region,24/04/2021,2407,32.7
E12000002,North West,region,23/04/2021,2402,32.6
E12000002,North West,region,22/04/2021,2393,32.5
E12000002,North West,region,21/04/2021,2386,32.4
E12000002,North West,region,20/04/2021,2379,32.3
E12000002,North West,region,19/04/2021,2365,32.1
E12000002,North West,region,18/04/2021,2355,32
E12000002,North West,region,17/04/2021,2347,31.9
E12000002,North West,region,16/04/2021,2340,31.8
E12000002,North West,region,15/04/2021,2331,31.6
E12000002,North West,region,14/04/2021,2326,31.6
E12000002,North West,region,13/04/2021,2321,31.5
E12000002,North West,region,12/04/2021,2311,31.4
E12000002,North West,region,11/04/2021,2297,31.2
E12000002,North West,region,10/04/2021,2292,31.1
E12000002,North West,region,09/04/2021,2286,31
E12000002,North West,region,08/04/2021,2281,31
E12000002,North West,region,07/04/2021,2271,30.8
E12000002,North West,region,06/04/2021,2265,30.7
E12000002,North West,region,05/04/2021,2257,30.6
E12000002,North West,region,04/04/2021,2252,30.6
E12000002,North West,region,03/04/2021,2246,30.5
E12000002,North West,region,02/04/2021,2244,30.5
E12000002,North West,region,01/04/2021,2239,30.4
E12000002,North West,region,31/03/2021,2236,30.3
E12000002,North West,region,30/03/2021,2230,30.3
E12000002,North West,region,29/03/2021,2224,30.2
E12000002,North West,region,28/03/2021,2217,30.1
E12000002,North West,region,27/03/2021,2208,30
E12000002,North West,region,26/03/2021,2202,29.9
E12000002,North West,region,25/03/2021,2192,29.8
E12000002,North West,region,24/03/2021,2185,29.7
E12000002,North West,region,23/03/2021,2175,29.5
E12000002,North West,region,22/03/2021,2159,29.3
E12000002,North West,region,21/03/2021,2151,29.2
E12000002,North West,region,20/03/2021,2143,29.1
E12000002,North West,region,19/03/2021,2140,29
E12000002,North West,region,18/03/2021,2131,28.9
E12000002,North West,region,17/03/2021,2128,28.9
E12000002,North West,region,16/03/2021,2108,28.6
E12000002,North West,region,15/03/2021,2100,28.5
E12000002,North West,region,14/03/2021,2088,28.3
E12000002,North West,region,13/03/2021,2083,28.3
E12000002,North West,region,12/03/2021,2079,28.2
E12000002,North West,region,11/03/2021,2075,28.2
E12000002,North West,region,10/03/2021,2068,28.1
E12000002,North West,region,09/03/2021,2053,27.9
E12000002,North West,region,08/03/2021,2037,27.6
E12000002,North West,region,07/03/2021,2013,27.3
E12000002,North West,region,06/03/2021,2008,27.3
E12000002,North West,region,05/03/2021,2004,27.2
E12000002,North West,region,04/03/2021,1994,27.1
E12000002,North West,region,03/03/2021,1989,27
E12000002,North West,region,02/03/2021,1974,26.8
E12000002,North West,region,01/03/2021,1948,26.4
E12000002,North West,region,28/02/2021,1923,26.1
E12000002,North West,region,27/02/2021,1916,26
E12000002,North West,region,26/02/2021,1912,26
E12000002,North West,region,25/02/2021,1904,25.8
E12000002,North West,region,24/02/2021,1870,25.4
E12000002,North West,region,23/02/2021,1848,25.1
E12000002,North West,region,22/02/2021,1823,24.7
E12000002,North West,region,21/02/2021,1776,24.1
E12000002,North West,region,20/02/2021,1768,24
E12000002,North West,region,19/02/2021,1759,23.9
E12000002,North West,region,18/02/2021,1734,23.5
E12000002,North West,region,17/02/2021,1715,23.3
E12000002,North West,region,16/02/2021,1690,22.9
E12000002,North West,region,15/02/2021,1658,22.5
E12000002,North West,region,14/02/2021,1613,21.9
E12000002,North West,region,13/02/2021,1606,21.8
E12000002,North West,region,12/02/2021,1599,21.7
E12000002,North West,region,11/02/2021,1577,21.4
E12000002,North West,region,10/02/2021,1562,21.2
E12000002,North West,region,09/02/2021,1542,20.9
E12000002,North West,region,08/02/2021,1520,20.6
E12000002,North West,region,07/02/2021,1497,20.3
E12000002,North West,region,06/02/2021,1490,20.2
E12000002,North West,region,05/02/2021,1484,20.1
E12000002,North West,region,04/02/2021,1469,19.9
E12000002,North West,region,03/02/2021,1444,19.6
E12000002,North West,region,02/02/2021,1431,19.4
E12000002,North West,region,01/02/2021,1412,19.2
E12000002,North West,region,31/01/2021,1394,18.9
E12000002,North West,region,30/01/2021,1387,18.8
E12000002,North West,region,29/01/2021,1374,18.6
E12000002,North West,region,28/01/2021,1356,18.4
E12000002,North West,region,27/01/2021,1337,18.1
E12000002,North West,region,26/01/2021,1313,17.8
E12000002,North West,region,25/01/2021,1284,17.4
E12000002,North West,region,24/01/2021,1258,17.1
E12000002,North West,region,23/01/2021,1248,16.9
E12000002,North West,region,22/01/2021,1239,16.8
E12000002,North West,region,21/01/2021,1226,16.6
E12000002,North West,region,20/01/2021,1203,16.3
E12000002,North West,region,19/01/2021,1169,15.9
E12000002,North West,region,18/01/2021,1126,15.3
E12000002,North West,region,17/01/2021,1091,14.8
E12000002,North West,region,16/01/2021,1080,14.7
E12000002,North West,region,15/01/2021,1065,14.5
E12000002,North West,region,14/01/2021,1040,14.1
E12000002,North West,region,13/01/2021,1018,13.8
E12000002,North West,region,12/01/2021,1002,13.6
E12000002,North West,region,11/01/2021,961,13
E12000002,North West,region,10/01/2021,932,12.7
E12000002,North West,region,09/01/2021,919,12.5
E12000002,North West,region,08/01/2021,904,12.3
E12000002,North West,region,07/01/2021,885,12
E12000002,North West,region,06/01/2021,857,11.6
E12000002,North West,region,05/01/2021,830,11.3
E12000002,North West,region,04/01/2021,805,10.9
E12000002,North West,region,03/01/2021,784,10.6
E12000002,North West,region,02/01/2021,769,10.4
E12000002,North West,region,01/01/2021,762,10.3
E12000002,North West,region,31/12/2020,758,10.3
E12000002,North West,region,30/12/2020,748,10.2
E12000002,North West,region,29/12/2020,730,9.9
E12000002,North West,region,28/12/2020,717,9.7
E12000002,North West,region,27/12/2020,707,9.6
E12000002,North West,region,26/12/2020,702,9.5
E12000002,North West,region,25/12/2020,695,9.4
E12000002,North West,region,24/12/2020,692,9.4
E12000002,North West,region,23/12/2020,689,9.4
E12000002,North West,region,22/12/2020,680,9.2
E12000002,North West,region,21/12/2020,669,9.1
E12000002,North West,region,20/12/2020,662,9
E12000002,North West,region,19/12/2020,658,8.9
E12000002,North West,region,18/12/2020,653,8.9
E12000002,North West,region,17/12/2020,647,8.8
E12000002,North West,region,16/12/2020,645,8.8
E12000002,North West,region,15/12/2020,643,8.7
E12000002,North West,region,14/12/2020,637,8.6
E12000002,North West,region,13/12/2020,627,8.5
E12000002,North West,region,12/12/2020,622,8.4
E12000002,North West,region,11/12/2020,621,8.4
E12000002,North West,region,10/12/2020,618,8.4
E12000002,North West,region,09/12/2020,614,8.3
E12000002,North West,region,08/12/2020,611,8.3
E12000002,North West,region,07/12/2020,605,8.2
E12000002,North West,region,06/12/2020,603,8.2
E12000002,North West,region,05/12/2020,602,8.2
E12000002,North West,region,04/12/2020,602,8.2
E12000002,North West,region,03/12/2020,598,8.1
E12000002,North West,region,02/12/2020,593,8
E12000002,North West,region,01/12/2020,593,8
E12000002,North West,region,30/11/2020,584,7.9
E12000002,North West,region,29/11/2020,582,7.9
E12000002,North West,region,28/11/2020,579,7.9
E12000002,North West,region,27/11/2020,577,7.8
E12000002,North West,region,26/11/2020,573,7.8
E12000002,North West,region,25/11/2020,572,7.8
E12000002,North West,region,24/11/2020,568,7.7
E12000002,North West,region,23/11/2020,564,7.7
E12000002,North West,region,22/11/2020,561,7.6
E12000002,North West,region,21/11/2020,559,7.6
E12000002,North West,region,20/11/2020,558,7.6
E12000002,North West,region,19/11/2020,556,7.5
E12000002,North West,region,18/11/2020,551,7.5
E12000002,North West,region,17/11/2020,545,7.4
E12000002,North West,region,16/11/2020,541,7.3
E12000002,North West,region,15/11/2020,536,7.3
E12000002,North West,region,14/11/2020,534,7.2
E12000002,North West,region,13/11/2020,532,7.2
E12000002,North West,region,12/11/2020,530,7.2
E12000002,North West,region,11/11/2020,526,7.1
E12000002,North West,region,10/11/2020,518,7
E12000002,North West,region,09/11/2020,509,6.9
E12000002,North West,region,08/11/2020,503,6.8
E12000002,North West,region,07/11/2020,500,6.8
E12000002,North West,region,06/11/2020,499,6.8
E12000002,North West,region,05/11/2020,494,6.7
E12000002,North West,region,04/11/2020,484,6.6
E12000002,North West,region,03/11/2020,479,6.5
E12000002,North West,region,02/11/2020,467,6.3
E12000002,North West,region,01/11/2020,462,6.3
E12000002,North West,region,31/10/2020,456,6.2
E12000002,North West,region,30/10/2020,452,6.1
E12000002,North West,region,29/10/2020,444,6
E12000002,North West,region,28/10/2020,429,5.8
E12000002,North West,region,27/10/2020,420,5.7
E12000002,North West,region,26/10/2020,413,5.6
E12000002,North West,region,25/10/2020,408,5.5
E12000002,North West,region,24/10/2020,405,5.5
E12000002,North West,region,23/10/2020,399,5.4
E12000002,North West,region,22/10/2020,392,5.3
E12000002,North West,region,21/10/2020,384,5.2
E12000002,North West,region,20/10/2020,376,5.1
E12000002,North West,region,19/10/2020,359,4.9
E12000002,North West,region,18/10/2020,349,4.7
E12000002,North West,region,17/10/2020,343,4.7
E12000002,North West,region,16/10/2020,338,4.6
E12000002,North West,region,15/10/2020,331,4.5
E12000002,North West,region,14/10/2020,322,4.4
E12000002,North West,region,13/10/2020,319,4.3
E12000002,North West,region,12/10/2020,311,4.2
E12000002,North West,region,11/10/2020,308,4.2
E12000002,North West,region,10/10/2020,304,4.1
E12000002,North West,region,09/10/2020,300,4.1
E12000002,North West,region,08/10/2020,291,3.9
E12000002,North West,region,07/10/2020,285,3.9
E12000002,North West,region,06/10/2020,278,3.8
E12000002,North West,region,05/10/2020,274,3.7
E12000002,North West,region,04/10/2020,270,3.7
E12000002,North West,region,03/10/2020,268,3.6
E12000002,North West,region,02/10/2020,268,3.6
E12000002,North West,region,01/10/2020,262,3.6
E12000002,North West,region,30/09/2020,258,3.5
E12000002,North West,region,29/09/2020,250,3.4
E12000002,North West,region,28/09/2020,240,3.3
E12000002,North West,region,27/09/2020,238,3.2
E12000002,North West,region,26/09/2020,232,3.1
E12000002,North West,region,25/09/2020,231,3.1
E12000002,North West,region,24/09/2020,227,3.1
E12000002,North West,region,23/09/2020,223,3
E12000002,North West,region,22/09/2020,217,2.9
E12000002,North West,region,21/09/2020,211,2.9
E12000002,North West,region,20/09/2020,208,2.8
E12000002,North West,region,19/09/2020,208,2.8
E12000002,North West,region,18/09/2020,208,2.8
E12000002,North West,region,17/09/2020,201,2.7
E12000002,North West,region,16/09/2020,198,2.7
E12000002,North West,region,15/09/2020,194,2.6
E12000002,North West,region,14/09/2020,187,2.5
E12000002,North West,region,13/09/2020,182,2.5
E12000002,North West,region,12/09/2020,182,2.5
E12000002,North West,region,11/09/2020,182,2.5
E12000002,North West,region,10/09/2020,178,2.4
E12000002,North West,region,09/09/2020,174,2.4
E12000002,North West,region,08/09/2020,172,2.3
E12000002,North West,region,07/09/2020,167,2.3
E12000002,North West,region,06/09/2020,150,2
E12000002,North West,region,05/09/2020,148,2
E12000002,North West,region,04/09/2020,148,2
E12000002,North West,region,03/09/2020,141,1.9
E12000002,North West,region,02/09/2020,130,1.8
E12000002,North West,region,01/09/2020,113,1.5
E12000002,North West,region,31/08/2020,110,1.5
E12000002,North West,region,30/08/2020,109,1.5
E12000002,North West,region,29/08/2020,107,1.5
E12000002,North West,region,28/08/2020,107,1.5
E12000002,North West,region,27/08/2020,104,1.4
E12000002,North West,region,26/08/2020,97,1.3
E12000002,North West,region,25/08/2020,94,1.3
E12000002,North West,region,24/08/2020,93,1.3
E12000002,North West,region,23/08/2020,90,1.2
E12000002,North West,region,22/08/2020,87,1.2
E12000002,North West,region,21/08/2020,87,1.2
E12000002,North West,region,20/08/2020,84,1.1
E12000002,North West,region,19/08/2020,80,1.1
E12000002,North West,region,18/08/2020,75,1
E12000002,North West,region,17/08/2020,72,1
E12000002,North West,region,16/08/2020,72,1
E12000002,North West,region,15/08/2020,71,1
E12000002,North West,region,14/08/2020,71,1
E12000002,North West,region,13/08/2020,68,0.9
E12000002,North West,region,12/08/2020,68,0.9
E12000002,North West,region,11/08/2020,63,0.9
E12000002,North West,region,10/08/2020,52,0.7
E12000002,North West,region,09/08/2020,49,0.7
E12000002,North West,region,08/08/2020,48,0.7
E12000002,North West,region,07/08/2020,47,0.6
E12000002,North West,region,06/08/2020,46,0.6
E12000002,North West,region,05/08/2020,43,0.6
E12000002,North West,region,04/08/2020,42,0.6
E12000002,North West,region,03/08/2020,35,0.5
E12000002,North West,region,02/08/2020,29,0.4
E12000002,North West,region,01/08/2020,29,0.4
E12000002,North West,region,31/07/2020,29,0.4
E12000002,North West,region,30/07/2020,27,0.4
E12000002,North West,region,29/07/2020,23,0.3
E12000002,North West,region,28/07/2020,21,0.3
E12000002,North West,region,27/07/2020,17,0.2
E12000002,North West,region,26/07/2020,15,0.2
E12000002,North West,region,25/07/2020,15,0.2
E12000002,North West,region,24/07/2020,14,0.2
E12000002,North West,region,23/07/2020,14,0.2
E12000002,North West,region,22/07/2020,13,0.2
E12000002,North West,region,21/07/2020,12,0.2
E12000002,North West,region,20/07/2020,11,0.1
E12000002,North West,region,19/07/2020,9,0.1
E12000002,North West,region,18/07/2020,9,0.1
E12000002,North West,region,17/07/2020,9,0.1
E12000002,North West,region,16/07/2020,8,0.1
E12000002,North West,region,15/07/2020,7,0.1
E12000002,North West,region,14/07/2020,7,0.1
E12000002,North West,region,13/07/2020,7,0.1
E12000002,North West,region,12/07/2020,7,0.1
E12000002,North West,region,11/07/2020,7,0.1
E12000002,North West,region,10/07/2020,7,0.1
E12000002,North West,region,09/07/2020,7,0.1
E12000002,North West,region,08/07/2020,5,0.1
E12000002,North West,region,07/07/2020,5,0.1
E12000002,North West,region,06/07/2020,5,0.1
E12000002,North West,region,05/07/2020,5,0.1
E12000002,North West,region,04/07/2020,5,0.1
E12000002,North West,region,03/07/2020,5,0.1
E12000002,North West,region,02/07/2020,5,0.1
E12000002,North West,region,01/07/2020,5,0.1
E12000002,North West,region,30/06/2020,3,
E12000002,North West,region,29/06/2020,2,
E12000002,North West,region,28/06/2020,1,
E12000002,North West,region,27/06/2020,1,
E12000003,Yorkshire and The Humber,region,18/01/2023,148090,2679.7
E12000003,Yorkshire and The Humber,region,17/01/2023,148036,2678.7
E12000003,Yorkshire and The Humber,region,16/01/2023,147951,2677.2
E12000003,Yorkshire and The Humber,region,15/01/2023,147849,2675.3
E12000003,Yorkshire and The Humber,region,14/01/2023,147784,2674.2
E12000003,Yorkshire and The Humber,region,13/01/2023,147732,2673.2
E12000003,Yorkshire and The Humber,region,12/01/2023,147661,2671.9
E12000003,Yorkshire and The Humber,region,11/01/2023,147581,2670.5
E12000003,Yorkshire and The Humber,region,10/01/2023,147498,2669
E12000003,Yorkshire and The Humber,region,09/01/2023,147372,2666.7
E12000003,Yorkshire and The Humber,region,08/01/2023,147254,2664.6
E12000003,Yorkshire and The Humber,region,07/01/2023,147152,2662.7
E12000003,Yorkshire and The Humber,region,06/01/2023,147055,2661
E12000003,Yorkshire and The Humber,region,05/01/2023,146942,2658.9
E12000003,Yorkshire and The Humber,region,04/01/2023,146751,2655.5
E12000003,Yorkshire and The Humber,region,03/01/2023,146584,2652.5
E12000003,Yorkshire and The Humber,region,02/01/2023,146355,2648.3
E12000003,Yorkshire and The Humber,region,01/01/2023,146186,2645.3
E12000003,Yorkshire and The Humber,region,31/12/2022,146090,2643.5
E12000003,Yorkshire and The Humber,region,30/12/2022,145974,2641.4
E12000003,Yorkshire and The Humber,region,29/12/2022,145798,2638.2
E12000003,Yorkshire and The Humber,region,28/12/2022,145627,2635.1
E12000003,Yorkshire and The Humber,region,27/12/2022,145353,2630.2
E12000003,Yorkshire and The Humber,region,26/12/2022,145170,2626.9
E12000003,Yorkshire and The Humber,region,25/12/2022,145043,2624.6
E12000003,Yorkshire and The Humber,region,24/12/2022,144948,2622.9
E12000003,Yorkshire and The Humber,region,23/12/2022,144860,2621.3
E12000003,Yorkshire and The Humber,region,22/12/2022,144744,2619.2
E12000003,Yorkshire and The Humber,region,21/12/2022,144580,2616.2
E12000003,Yorkshire and The Humber,region,20/12/2022,144393,2612.8
E12000003,Yorkshire and The Humber,region,19/12/2022,144176,2608.9
E12000003,Yorkshire and The Humber,region,18/12/2022,143951,2604.8
E12000003,Yorkshire and The Humber,region,17/12/2022,143807,2602.2
E12000003,Yorkshire and The Humber,region,16/12/2022,143680,2599.9
E12000003,Yorkshire and The Humber,region,15/12/2022,143548,2597.5
E12000003,Yorkshire and The Humber,region,14/12/2022,143434,2595.5
E12000003,Yorkshire and The Humber,region,13/12/2022,143240,2591.9
E12000003,Yorkshire and The Humber,region,12/12/2022,143044,2588.4
E12000003,Yorkshire and The Humber,region,11/12/2022,142879,2585.4
E12000003,Yorkshire and The Humber,region,10/12/2022,142762,2583.3
E12000003,Yorkshire and The Humber,region,09/12/2022,142679,2581.8
E12000003,Yorkshire and The Humber,region,08/12/2022,142569,2579.8
E12000003,Yorkshire and The Humber,region,07/12/2022,142450,2577.7
E12000003,Yorkshire and The Humber,region,06/12/2022,142302,2575
E12000003,Yorkshire and The Humber,region,05/12/2022,142157,2572.3
E12000003,Yorkshire and The Humber,region,04/12/2022,141989,2569.3
E12000003,Yorkshire and The Humber,region,03/12/2022,141881,2567.4
E12000003,Yorkshire and The Humber,region,02/12/2022,141806,2566
E12000003,Yorkshire and The Humber,region,01/12/2022,141708,2564.2
E12000003,Yorkshire and The Humber,region,30/11/2022,141604,2562.3
E12000003,Yorkshire and The Humber,region,29/11/2022,141492,2560.3
E12000003,Yorkshire and The Humber,region,28/11/2022,141366,2558
E12000003,Yorkshire and The Humber,region,27/11/2022,141202,2555.1
E12000003,Yorkshire and The Humber,region,26/11/2022,141079,2552.8
E12000003,Yorkshire and The Humber,region,25/11/2022,140999,2551.4
E12000003,Yorkshire and The Humber,region,24/11/2022,140929,2550.1
E12000003,Yorkshire and The Humber,region,23/11/2022,140812,2548
E12000003,Yorkshire and The Humber,region,22/11/2022,140704,2546.1
E12000003,Yorkshire and The Humber,region,21/11/2022,140580,2543.8
E12000003,Yorkshire and The Humber,region,20/11/2022,140451,2541.5
E12000003,Yorkshire and The Humber,region,19/11/2022,140365,2539.9
E12000003,Yorkshire and The Humber,region,18/11/2022,140291,2538.6
E12000003,Yorkshire and The Humber,region,17/11/2022,140214,2537.2
E12000003,Yorkshire and The Humber,region,16/11/2022,140118,2535.5
E12000003,Yorkshire and The Humber,region,15/11/2022,140021,2533.7
E12000003,Yorkshire and The Humber,region,14/11/2022,139903,2531.6
E12000003,Yorkshire and The Humber,region,13/11/2022,139767,2529.1
E12000003,Yorkshire and The Humber,region,12/11/2022,139674,2527.4
E12000003,Yorkshire and The Humber,region,11/11/2022,139609,2526.2
E12000003,Yorkshire and The Humber,region,10/11/2022,139532,2524.8
E12000003,Yorkshire and The Humber,region,09/11/2022,139435,2523.1
E12000003,Yorkshire and The Humber,region,08/11/2022,139327,2521.1
E12000003,Yorkshire and The Humber,region,07/11/2022,139212,2519.1
E12000003,Yorkshire and The Humber,region,06/11/2022,139060,2516.3
E12000003,Yorkshire and The Humber,region,05/11/2022,138968,2514.6
E12000003,Yorkshire and The Humber,region,04/11/2022,138891,2513.3
E12000003,Yorkshire and The Humber,region,03/11/2022,138807,2511.7
E12000003,Yorkshire and The Humber,region,02/11/2022,138697,2509.7
E12000003,Yorkshire and The Humber,region,01/11/2022,138580,2507.6
E12000003,Yorkshire and The Humber,region,31/10/2022,138419,2504.7
E12000003,Yorkshire and The Humber,region,30/10/2022,138274,2502.1
E12000003,Yorkshire and The Humber,region,29/10/2022,138165,2500.1
E12000003,Yorkshire and The Humber,region,28/10/2022,138066,2498.3
E12000003,Yorkshire and The Humber,region,27/10/2022,137964,2496.5
E12000003,Yorkshire and The Humber,region,26/10/2022,137849,2494.4
E12000003,Yorkshire and The Humber,region,25/10/2022,137702,2491.7
E12000003,Yorkshire and The Humber,region,24/10/2022,137550,2489
E12000003,Yorkshire and The Humber,region,23/10/2022,137320,2484.8
E12000003,Yorkshire and The Humber,region,22/10/2022,137177,2482.2
E12000003,Yorkshire and The Humber,region,21/10/2022,137037,2479.7
E12000003,Yorkshire and The Humber,region,20/10/2022,136882,2476.9
E12000003,Yorkshire and The Humber,region,19/10/2022,136688,2473.4
E12000003,Yorkshire and The Humber,region,18/10/2022,136479,2469.6
E12000003,Yorkshire and The Humber,region,17/10/2022,136214,2464.8
E12000003,Yorkshire and The Humber,region,16/10/2022,135934,2459.7
E12000003,Yorkshire and The Humber,region,15/10/2022,135728,2456
E12000003,Yorkshire and The Humber,region,14/10/2022,135584,2453.4
E12000003,Yorkshire and The Humber,region,13/10/2022,135407,2450.2
E12000003,Yorkshire and The Humber,region,12/10/2022,135192,2446.3
E12000003,Yorkshire and The Humber,region,11/10/2022,134953,2442
E12000003,Yorkshire and The Humber,region,10/10/2022,134675,2437
E12000003,Yorkshire and The Humber,region,09/10/2022,134361,2431.3
E12000003,Yorkshire and The Humber,region,08/10/2022,134129,2427.1
E12000003,Yorkshire and The Humber,region,07/10/2022,133904,2423
E12000003,Yorkshire and The Humber,region,06/10/2022,133644,2418.3
E12000003,Yorkshire and The Humber,region,05/10/2022,133396,2413.8
E12000003,Yorkshire and The Humber,region,04/10/2022,133109,2408.6
E12000003,Yorkshire and The Humber,region,03/10/2022,132787,2402.8
E12000003,Yorkshire and The Humber,region,02/10/2022,132441,2396.5
E12000003,Yorkshire and The Humber,region,01/10/2022,132195,2392.1
E12000003,Yorkshire and The Humber,region,30/09/2022,132026,2389
E12000003,Yorkshire and The Humber,region,29/09/2022,131813,2385.2
E12000003,Yorkshire and The Humber,region,28/09/2022,131599,2381.3
E12000003,Yorkshire and The Humber,region,27/09/2022,131390,2377.5
E12000003,Yorkshire and The Humber,region,26/09/2022,131137,2372.9
E12000003,Yorkshire and The Humber,region,25/09/2022,130860,2367.9
E12000003,Yorkshire and The Humber,region,24/09/2022,130629,2363.7
E12000003,Yorkshire and The Humber,region,23/09/2022,130480,2361.1
E12000003,Yorkshire and The Humber,region,22/09/2022,130321,2358.2
E12000003,Yorkshire and The Humber,region,21/09/2022,130154,2355.2
E12000003,Yorkshire and The Humber,region,20/09/2022,129912,2350.8
E12000003,Yorkshire and The Humber,region,19/09/2022,129684,2346.6
E12000003,Yorkshire and The Humber,region,18/09/2022,129508,2343.5
E12000003,Yorkshire and The Humber,region,17/09/2022,129396,2341.4
E12000003,Yorkshire and The Humber,region,16/09/2022,129312,2339.9
E12000003,Yorkshire and The Humber,region,15/09/2022,129232,2338.5
E12000003,Yorkshire and The Humber,region,14/09/2022,129110,2336.3
E12000003,Yorkshire and The Humber,region,13/09/2022,128974,2333.8
E12000003,Yorkshire and The Humber,region,12/09/2022,128869,2331.9
E12000003,Yorkshire and The Humber,region,11/09/2022,128733,2329.4
E12000003,Yorkshire and The Humber,region,10/09/2022,128617,2327.3
E12000003,Yorkshire and The Humber,region,09/09/2022,128561,2326.3
E12000003,Yorkshire and The Humber,region,08/09/2022,128483,2324.9
E12000003,Yorkshire and The Humber,region,07/09/2022,128374,2322.9
E12000003,Yorkshire and The Humber,region,06/09/2022,128254,2320.8
E12000003,Yorkshire and The Humber,region,05/09/2022,128126,2318.5
E12000003,Yorkshire and The Humber,region,04/09/2022,127973,2315.7
E12000003,Yorkshire and The Humber,region,03/09/2022,127870,2313.8
E12000003,Yorkshire and The Humber,region,02/09/2022,127797,2312.5
E12000003,Yorkshire and The Humber,region,01/09/2022,127712,2311
E12000003,Yorkshire and The Humber,region,31/08/2022,127603,2309
E12000003,Yorkshire and The Humber,region,30/08/2022,127487,2306.9
E12000003,Yorkshire and The Humber,region,29/08/2022,127331,2304.1
E12000003,Yorkshire and The Humber,region,28/08/2022,127209,2301.9
E12000003,Yorkshire and The Humber,region,27/08/2022,127143,2300.7
E12000003,Yorkshire and The Humber,region,26/08/2022,127089,2299.7
E12000003,Yorkshire and The Humber,region,25/08/2022,127018,2298.4
E12000003,Yorkshire and The Humber,region,24/08/2022,126932,2296.9
E12000003,Yorkshire and The Humber,region,23/08/2022,126829,2295
E12000003,Yorkshire and The Humber,region,22/08/2022,126748,2293.5
E12000003,Yorkshire and The Humber,region,21/08/2022,126651,2291.8
E12000003,Yorkshire and The Humber,region,20/08/2022,126557,2290.1
E12000003,Yorkshire and The Humber,region,19/08/2022,126491,2288.9
E12000003,Yorkshire and The Humber,region,18/08/2022,126401,2287.2
E12000003,Yorkshire and The Humber,region,17/08/2022,126292,2285.3
E12000003,Yorkshire and The Humber,region,16/08/2022,126167,2283
E12000003,Yorkshire and The Humber,region,15/08/2022,126028,2280.5
E12000003,Yorkshire and The Humber,region,14/08/2022,125848,2277.2
E12000003,Yorkshire and The Humber,region,13/08/2022,125727,2275
E12000003,Yorkshire and The Humber,region,12/08/2022,125639,2273.5
E12000003,Yorkshire and The Humber,region,11/08/2022,125517,2271.2
E12000003,Yorkshire and The Humber,region,10/08/2022,125352,2268.3
E12000003,Yorkshire and The Humber,region,09/08/2022,125173,2265
E12000003,Yorkshire and The Humber,region,08/08/2022,125020,2262.3
E12000003,Yorkshire and The Humber,region,07/08/2022,124774,2257.8
E12000003,Yorkshire and The Humber,region,06/08/2022,124618,2255
E12000003,Yorkshire and The Humber,region,05/08/2022,124510,2253
E12000003,Yorkshire and The Humber,region,04/08/2022,124345,2250
E12000003,Yorkshire and The Humber,region,03/08/2022,124169,2246.9
E12000003,Yorkshire and The Humber,region,02/08/2022,123970,2243.3
E12000003,Yorkshire and The Humber,region,01/08/2022,123734,2239
E12000003,Yorkshire and The Humber,region,31/07/2022,123499,2234.7
E12000003,Yorkshire and The Humber,region,30/07/2022,123312,2231.3
E12000003,Yorkshire and The Humber,region,29/07/2022,123131,2228.1
E12000003,Yorkshire and The Humber,region,28/07/2022,122936,2224.5
E12000003,Yorkshire and The Humber,region,27/07/2022,122714,2220.5
E12000003,Yorkshire and The Humber,region,26/07/2022,122452,2215.8
E12000003,Yorkshire and The Humber,region,25/07/2022,122137,2210.1
E12000003,Yorkshire and The Humber,region,24/07/2022,121775,2203.5
E12000003,Yorkshire and The Humber,region,23/07/2022,121490,2198.4
E12000003,Yorkshire and The Humber,region,22/07/2022,121297,2194.9
E12000003,Yorkshire and The Humber,region,21/07/2022,121028,2190
E12000003,Yorkshire and The Humber,region,20/07/2022,120682,2183.8
