areaCode,areaName,areaType,date,variant,cumWeeklySequenced,newWeeklyPercentage
E12000001,North East,region,2021-05-02,VOC-22APR-04 (Omicron BA.5),0.0,0.0
E12000001,North East,region,2021-05-02,VOC-22JAN-01 (Omicron BA.2),0.0,0.0
E12000001,North East,region,2021-04-25,Other,24503.0,0.5
E12000001,North East,region,2021-04-25,V-20DEC-01 (Alpha),24503.0,91.5
E12000001,North East,region,2021-04-25,V-21APR-02 (Delta B.1.617.2),24503.0,8.0
E12000001,North East,region,2021-04-25,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000001,North East,region,2021-04-25,V-22JUL-01 (Omicron BA.2.75),0.0,0.0
E12000001,North East,region,2021-04-25,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000001,North East,region,2021-04-25,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000001,North East,region,2021-04-25,VOC-22APR-03 (Omicron BA.4),0.0,0.0
E12000001,North East,region,2021-04-25,VOC-22APR-04 (Omicron BA.5),0.0,0.0
E12000001,North East,region,2021-04-25,VOC-22JAN-01 (Omicron BA.2),0.0,0.0
E12000001,North East,region,2021-04-18,Other,24126.0,1.0
E12000001,North East,region,2021-04-18,V-20DEC-01 (Alpha),24126.0,97.4
E12000001,North East,region,2021-04-18,V-21APR-02 (Delta B.1.617.2),24126.0,1.6
E12000001,North East,region,2021-04-18,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000001,North East,region,2021-04-18,V-22JUL-01 (Omicron BA.2.75),0.0,0.0
E12000001,North East,region,2021-04-18,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000001,North East,region,2021-04-18,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000001,North East,region,2021-04-18,VOC-22APR-03 (Omicron BA.4),0.0,0.0
E12000001,North East,region,2021-04-18,VOC-22APR-04 (Omicron BA.5),0.0,0.0
E12000001,North East,region,2021-04-18,VOC-22JAN-01 (Omicron BA.2),0.0,0.0
E12000001,North East,region,2021-04-11,Other,23822.0,1.1
E12000001,North East,region,2021-04-11,V-20DEC-01 (Alpha),23822.0,98.6
E12000001,North East,region,2021-04-11,V-21APR-02 (Delta B.1.617.2),23822.0,0.3
E12000001,North East,region,2021-04-11,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000001,North East,region,2021-04-11,V-22JUL-01 (Omicron BA.2.75),0.0,0.0
E12000001,North East,region,2021-04-11,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000001,North East,region,2021-04-11,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000001,North East,region,2021-04-11,VOC-22APR-03 (Omicron BA.4),0.0,0.0
E12000001,North East,region,2021-04-11,VOC-22APR-04 (Omicron BA.5),0.0,0.0
E12000001,North East,region,2021-04-11,VOC-22JAN-01 (Omicron BA.2),0.0,0.0
E12000001,North East,region,2021-04-04,Other,23473.0,1.0
E12000001,North East,region,2021-04-04,V-20DEC-01 (Alpha),23473.0,98.6
E12000001,North East,region,2021-04-04,V-21APR-02 (Delta B.1.617.2),23473.0,0.4
E12000001,North East,region,2021-04-04,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000001,North East,region,2021-04-04,V-22JUL-01 (Omicron BA.2.75),0.0,0.0
E12000001,North East,region,2021-04-04,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000001,North East,region,2021-04-04,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000001,North East,region,2021-04-04,VOC-22APR-03 (Omicron BA.4),0.0,0.0
E12000001,North East,region,2021-04-04,VOC-22APR-04 (Omicron BA.5),0.0,0.0
E12000001,North East,region,2021-04-04,VOC-22JAN-01 (Omicron BA.2),0.0,0.0
E12000001,North East,region,2021-03-28,Other,22984.0,0.8
E12000001,North East,region,2021-03-28,V-20DEC-01 (Alpha),22984.0,99.2
E12000001,North East,region,2021-03-28,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000001,North East,region,2021-03-28,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000001,North East,region,2021-03-28,V-22JUL-01 (Omicron BA.2.75),0.0,0.0
E12000001,North East,region,2021-03-28,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000001,North East,region,2021-03-28,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000001,North East,region,2021-03-28,VOC-22APR-03 (Omicron BA.4),0.0,0.0
E12000001,North East,region,2021-03-28,VOC-22APR-04 (Omicron BA.5),0.0,0.0
E12000001,North East,region,2021-03-28,VOC-22JAN-01 (Omicron BA.2),0.0,0.0
E12000001,North East,region,2021-03-21,Other,22162.0,0.6
E12000001,North East,region,2021-03-21,V-20DEC-01 (Alpha),22162.0,99.4
E12000001,North East,region,2021-03-21,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000001,North East,region,2021-03-21,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000001,North East,region,2021-03-21,V-22JUL-01 (Omicron BA.2.75),0.0,0.0
E12000001,North East,region,2021-03-21,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000001,North East,region,2021-03-21,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000001,North East,region,2021-03-21,VOC-22APR-03 (Omicron BA.4),0.0,0.0
E12000001,North East,region,2021-03-21,VOC-22APR-04 (Omicron BA.5),0.0,0.0
E12000001,North East,region,2021-03-21,VOC-22JAN-01 (Omicron BA.2),0.0,0.0
E12000001,North East,region,2021-03-14,Other,21309.0,1.1
E12000001,North East,region,2021-03-14,V-20DEC-01 (Alpha),21309.0,98.9
E12000001,North East,region,2021-03-14,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000001,North East,region,2021-03-14,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000001,North East,region,2021-03-14,V-22JUL-01 (Omicron BA.2.75),0.0,0.0
E12000001,North East,region,2021-03-14,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000001,North East,region,2021-03-14,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000001,North East,region,2021-03-14,VOC-22APR-03 (Omicron BA.4),0.0,0.0
E12000001,North East,region,2021-03-14,VOC-22APR-04 (Omicron BA.5),0.0,0.0
E12000001,North East,region,2021-03-14,VOC-22JAN-01 (Omicron BA.2),0.0,0.0
E12000001,North East,region,2021-03-07,Other,20222.0,1.6
E12000001,North East,region,2021-03-07,V-20DEC-01 (Alpha),20222.0,98.4
E12000001,North East,region,2021-03-07,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000001,North East,region,2021-03-07,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000001,North East,region,2021-03-07,V-22JUL-01 (Omicron BA.2.75),0.0,0.0
E12000001,North East,region,2021-03-07,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000001,North East,region,2021-03-07,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000001,North East,region,2021-03-07,VOC-22APR-03 (Omicron BA.4),0.0,0.0
E12000001,North East,region,2021-03-07,VOC-22APR-04 (Omicron BA.5),0.0,0.0
E12000001,North East,region,2021-03-07,VOC-22JAN-01 (Omicron BA.2),0.0,0.0
E12000001,North East,region,2021-02-28,Other,18708.0,1.6
E12000001,North East,region,2021-02-28,V-20DEC-01 (Alpha),18708.0,98.3
E12000001,North East,region,2021-02-28,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000001,North East,region,2021-02-28,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000001,North East,region,2021-02-28,V-22JUL-01 (Omicron BA.2.75),0.0,0.0
E12000001,North East,region,2021-02-28,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000001,North East,region,2021-02-28,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000001,North East,region,2021-02-28,VOC-22APR-03 (Omicron BA.4),0.0,0.0
E12000001,North East,region,2021-02-28,VOC-22APR-04 (Omicron BA.5),0.0,0.0
E12000001,North East,region,2021-02-28,VOC-22JAN-01 (Omicron BA.2),0.0,0.0
E12000001,North East,region,2021-02-21,Other,17553.0,1.5
E12000001,North East,region,2021-02-21,V-20DEC-01 (Alpha),17553.0,98.5
E12000001,North East,region,2021-02-21,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000001,North East,region,2021-02-21,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000001,North East,region,2021-02-21,V-22JUL-01 (Omicron BA.2.75),0.0,0.0
E12000001,North East,region,2021-02-21,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000001,North East,region,2021-02-21,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000001,North East,region,2021-02-21,VOC-22APR-03 (Omicron BA.4),0.0,0.0
E12000001,North East,region,2021-02-21,VOC-22APR-04 (Omicron BA.5),0.0,0.0
E12000001,North East,region,2021-02-21,VOC-22JAN-01 (Omicron BA.2),0.0,0.0
E12000001,North East,region,2021-02-14,Other,15881.0,3.4
E12000001,North East,region,2021-02-14,V-20DEC-01 (Alpha),15881.0,96.6
E12000001,North East,region,2021-02-14,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000001,North East,region,2021-02-14,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000001,North East,region,2021-02-14,V-22JUL-01 (Omicron BA.2.75),0.0,0.0
E12000001,North East,region,2021-02-14,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000001,North East,region,2021-02-14,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000001,North East,region,2021-02-14,VOC-22APR-03 (Omicron BA.4),0.0,0.0
E12000001,North East,region,2021-02-14,VOC-22APR-04 (Omicron BA.5),0.0,0.0
E12000001,North East,region,2021-02-14,VOC-22JAN-01 (Omicron BA.2),0.0,0.0
E12000002,North West,region,2022-11-27,Other,342641.0,6.1
E12000002,North West,region,2022-11-27,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-11-27,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-11-27,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-11-27,V-22JUL-01 (Omicron BA.2.75),342641.0,19.4
E12000002,North West,region,2022-11-27,V-22OCT-01 (Omicron BQ.1),342641.0,56.2
E12000002,North West,region,2022-11-27,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-11-27,VOC-22APR-03 (Omicron BA.4),0.0,0.0
E12000002,North West,region,2022-11-27,VOC-22APR-04 (Omicron BA.5),342641.0,17.4
E12000002,North West,region,2022-11-27,VOC-22JAN-01 (Omicron BA.2),342641.0,0.8
E12000002,North West,region,2022-11-20,Other,342136.0,4.0
E12000002,North West,region,2022-11-20,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-11-20,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-11-20,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-11-20,V-22JUL-01 (Omicron BA.2.75),342136.0,12.3
E12000002,North West,region,2022-11-20,V-22OCT-01 (Omicron BQ.1),342136.0,61.9
E12000002,North West,region,2022-11-20,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-11-20,VOC-22APR-03 (Omicron BA.4),0.0,0.0
E12000002,North West,region,2022-11-20,VOC-22APR-04 (Omicron BA.5),342136.0,21.7
E12000002,North West,region,2022-11-20,VOC-22JAN-01 (Omicron BA.2),0.0,0.0
E12000002,North West,region,2022-11-13,Other,341763.0,6.0
E12000002,North West,region,2022-11-13,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-11-13,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-11-13,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-11-13,V-22JUL-01 (Omicron BA.2.75),341763.0,13.1
E12000002,North West,region,2022-11-13,V-22OCT-01 (Omicron BQ.1),341763.0,57.1
E12000002,North West,region,2022-11-13,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-11-13,VOC-22APR-03 (Omicron BA.4),0.0,0.0
E12000002,North West,region,2022-11-13,VOC-22APR-04 (Omicron BA.5),341763.0,23.7
E12000002,North West,region,2022-11-13,VOC-22JAN-01 (Omicron BA.2),0.0,0.0
E12000002,North West,region,2022-11-06,Other,341413.0,3.9
E12000002,North West,region,2022-11-06,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-11-06,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-11-06,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-11-06,V-22JUL-01 (Omicron BA.2.75),341413.0,13.0
E12000002,North West,region,2022-11-06,V-22OCT-01 (Omicron BQ.1),341413.0,47.1
E12000002,North West,region,2022-11-06,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-11-06,VOC-22APR-03 (Omicron BA.4),341413.0,0.2
E12000002,North West,region,2022-11-06,VOC-22APR-04 (Omicron BA.5),341413.0,35.5
E12000002,North West,region,2022-11-06,VOC-22JAN-01 (Omicron BA.2),341413.0,0.2
E12000002,North West,region,2022-10-30,Other,340982.0,5.1
E12000002,North West,region,2022-10-30,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-10-30,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-10-30,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-10-30,V-22JUL-01 (Omicron BA.2.75),340982.0,9.5
E12000002,North West,region,2022-10-30,V-22OCT-01 (Omicron BQ.1),340982.0,44.5
E12000002,North West,region,2022-10-30,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-10-30,VOC-22APR-03 (Omicron BA.4),0.0,0.0
E12000002,North West,region,2022-10-30,VOC-22APR-04 (Omicron BA.5),340982.0,40.1
E12000002,North West,region,2022-10-30,VOC-22JAN-01 (Omicron BA.2),340982.0,0.8
E12000002,North West,region,2022-10-23,Other,340591.0,4.7
E12000002,North West,region,2022-10-23,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-10-23,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-10-23,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-10-23,V-22JUL-01 (Omicron BA.2.75),340591.0,5.4
E12000002,North West,region,2022-10-23,V-22OCT-01 (Omicron BQ.1),340591.0,42.9
E12000002,North West,region,2022-10-23,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-10-23,VOC-22APR-03 (Omicron BA.4),340591.0,0.3
E12000002,North West,region,2022-10-23,VOC-22APR-04 (Omicron BA.5),340591.0,46.1
E12000002,North West,region,2022-10-23,VOC-22JAN-01 (Omicron BA.2),340591.0,0.5
E12000002,North West,region,2022-10-16,Other,340020.0,6.1
E12000002,North West,region,2022-10-16,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-10-16,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-10-16,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-10-16,V-22JUL-01 (Omicron BA.2.75),340020.0,6.3
E12000002,North West,region,2022-10-16,V-22OCT-01 (Omicron BQ.1),340020.0,25.7
E12000002,North West,region,2022-10-16,VOC-21NOV-01 (Omicron BA.1),340020.0,0.1
E12000002,North West,region,2022-10-16,VOC-22APR-03 (Omicron BA.4),340020.0,0.8
E12000002,North West,region,2022-10-16,VOC-22APR-04 (Omicron BA.5),340020.0,60.7
E12000002,North West,region,2022-10-16,VOC-22JAN-01 (Omicron BA.2),340020.0,0.3
E12000002,North West,region,2022-10-09,Other,339285.0,7.9
E12000002,North West,region,2022-10-09,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-10-09,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-10-09,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-10-09,V-22JUL-01 (Omicron BA.2.75),339285.0,3.9
E12000002,North West,region,2022-10-09,V-22OCT-01 (Omicron BQ.1),339285.0,16.0
E12000002,North West,region,2022-10-09,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-10-09,VOC-22APR-03 (Omicron BA.4),339285.0,0.3
E12000002,North West,region,2022-10-09,VOC-22APR-04 (Omicron BA.5),339285.0,71.5
E12000002,North West,region,2022-10-09,VOC-22JAN-01 (Omicron BA.2),339285.0,0.5
E12000002,North West,region,2022-10-02,Other,338511.0,7.7
E12000002,North West,region,2022-10-02,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-10-02,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-10-02,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-10-02,V-22JUL-01 (Omicron BA.2.75),338511.0,5.8
E12000002,North West,region,2022-10-02,V-22OCT-01 (Omicron BQ.1),338511.0,12.8
E12000002,North West,region,2022-10-02,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-10-02,VOC-22APR-03 (Omicron BA.4),338511.0,0.8
E12000002,North West,region,2022-10-02,VOC-22APR-04 (Omicron BA.5),338511.0,72.6
E12000002,North West,region,2022-10-02,VOC-22JAN-01 (Omicron BA.2),338511.0,0.2
E12000002,North West,region,2022-09-25,Other,337674.0,7.2
E12000002,North West,region,2022-09-25,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-09-25,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-09-25,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-09-25,V-22JUL-01 (Omicron BA.2.75),337674.0,7.6
E12000002,North West,region,2022-09-25,V-22OCT-01 (Omicron BQ.1),337674.0,7.6
E12000002,North West,region,2022-09-25,VOC-21NOV-01 (Omicron BA.1),337674.0,0.2
E12000002,North West,region,2022-09-25,VOC-22APR-03 (Omicron BA.4),337674.0,0.8
E12000002,North West,region,2022-09-25,VOC-22APR-04 (Omicron BA.5),337674.0,76.6
E12000002,North West,region,2022-09-25,VOC-22JAN-01 (Omicron BA.2),0.0,0.0
E12000002,North West,region,2022-09-18,Other,337032.0,6.9
E12000002,North West,region,2022-09-18,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-09-18,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-09-18,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-09-18,V-22JUL-01 (Omicron BA.2.75),337032.0,3.3
E12000002,North West,region,2022-09-18,V-22OCT-01 (Omicron BQ.1),337032.0,4.7
E12000002,North West,region,2022-09-18,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-09-18,VOC-22APR-03 (Omicron BA.4),337032.0,3.8
E12000002,North West,region,2022-09-18,VOC-22APR-04 (Omicron BA.5),337032.0,81.4
E12000002,North West,region,2022-09-18,VOC-22JAN-01 (Omicron BA.2),0.0,0.0
E12000002,North West,region,2022-09-11,Other,336581.0,8.4
E12000002,North West,region,2022-09-11,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-09-11,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-09-11,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-09-11,V-22JUL-01 (Omicron BA.2.75),336581.0,5.0
E12000002,North West,region,2022-09-11,V-22OCT-01 (Omicron BQ.1),336581.0,1.6
E12000002,North West,region,2022-09-11,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-09-11,VOC-22APR-03 (Omicron BA.4),336581.0,2.6
E12000002,North West,region,2022-09-11,VOC-22APR-04 (Omicron BA.5),336581.0,82.4
E12000002,North West,region,2022-09-11,VOC-22JAN-01 (Omicron BA.2),0.0,0.0
E12000002,North West,region,2022-09-04,Other,336201.0,7.8
E12000002,North West,region,2022-09-04,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-09-04,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-09-04,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-09-04,V-22JUL-01 (Omicron BA.2.75),336201.0,6.0
E12000002,North West,region,2022-09-04,V-22OCT-01 (Omicron BQ.1),336201.0,1.5
E12000002,North West,region,2022-09-04,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-09-04,VOC-22APR-03 (Omicron BA.4),336201.0,4.2
E12000002,North West,region,2022-09-04,VOC-22APR-04 (Omicron BA.5),336201.0,80.2
E12000002,North West,region,2022-09-04,VOC-22JAN-01 (Omicron BA.2),336201.0,0.3
E12000002,North West,region,2022-08-28,Other,335868.0,8.1
E12000002,North West,region,2022-08-28,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-08-28,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-08-28,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-08-28,V-22JUL-01 (Omicron BA.2.75),335868.0,0.5
E12000002,North West,region,2022-08-28,V-22OCT-01 (Omicron BQ.1),335868.0,0.3
E12000002,North West,region,2022-08-28,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-08-28,VOC-22APR-03 (Omicron BA.4),335868.0,2.6
E12000002,North West,region,2022-08-28,VOC-22APR-04 (Omicron BA.5),335868.0,88.2
E12000002,North West,region,2022-08-28,VOC-22JAN-01 (Omicron BA.2),335868.0,0.3
E12000002,North West,region,2022-08-21,Other,335487.0,10.0
E12000002,North West,region,2022-08-21,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-08-21,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-08-21,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-08-21,V-22JUL-01 (Omicron BA.2.75),335487.0,1.6
E12000002,North West,region,2022-08-21,V-22OCT-01 (Omicron BQ.1),335487.0,0.3
E12000002,North West,region,2022-08-21,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-08-21,VOC-22APR-03 (Omicron BA.4),335487.0,4.3
E12000002,North West,region,2022-08-21,VOC-22APR-04 (Omicron BA.5),335487.0,83.7
E12000002,North West,region,2022-08-21,VOC-22JAN-01 (Omicron BA.2),0.0,0.0
E12000002,North West,region,2022-08-14,Other,335118.0,8.0
E12000002,North West,region,2022-08-14,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-08-14,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-08-14,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-08-14,V-22JUL-01 (Omicron BA.2.75),335118.0,0.3
E12000002,North West,region,2022-08-14,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000002,North West,region,2022-08-14,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-08-14,VOC-22APR-03 (Omicron BA.4),335118.0,4.5
E12000002,North West,region,2022-08-14,VOC-22APR-04 (Omicron BA.5),335118.0,86.7
E12000002,North West,region,2022-08-14,VOC-22JAN-01 (Omicron BA.2),335118.0,0.5
E12000002,North West,region,2022-08-07,Other,334741.0,9.6
E12000002,North West,region,2022-08-07,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-08-07,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-08-07,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-08-07,V-22JUL-01 (Omicron BA.2.75),334741.0,0.1
E12000002,North West,region,2022-08-07,V-22OCT-01 (Omicron BQ.1),334741.0,0.1
E12000002,North West,region,2022-08-07,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-08-07,VOC-22APR-03 (Omicron BA.4),334741.0,8.3
E12000002,North West,region,2022-08-07,VOC-22APR-04 (Omicron BA.5),334741.0,81.7
E12000002,North West,region,2022-08-07,VOC-22JAN-01 (Omicron BA.2),334741.0,0.1
E12000002,North West,region,2022-07-31,Other,334032.0,9.4
E12000002,North West,region,2022-07-31,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-07-31,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-07-31,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-07-31,V-22JUL-01 (Omicron BA.2.75),0.0,0.0
E12000002,North West,region,2022-07-31,V-22OCT-01 (Omicron BQ.1),334032.0,0.2
E12000002,North West,region,2022-07-31,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-07-31,VOC-22APR-03 (Omicron BA.4),334032.0,7.4
E12000002,North West,region,2022-07-31,VOC-22APR-04 (Omicron BA.5),334032.0,82.3
E12000002,North West,region,2022-07-31,VOC-22JAN-01 (Omicron BA.2),334032.0,0.7
E12000002,North West,region,2022-07-24,Other,333177.0,7.7
E12000002,North West,region,2022-07-24,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-07-24,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-07-24,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-07-24,V-22JUL-01 (Omicron BA.2.75),0.0,0.0
E12000002,North West,region,2022-07-24,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000002,North West,region,2022-07-24,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-07-24,VOC-22APR-03 (Omicron BA.4),333177.0,8.5
E12000002,North West,region,2022-07-24,VOC-22APR-04 (Omicron BA.5),333177.0,83.0
E12000002,North West,region,2022-07-24,VOC-22JAN-01 (Omicron BA.2),333177.0,0.8
E12000002,North West,region,2022-07-17,Other,332177.0,6.2
E12000002,North West,region,2022-07-17,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-07-17,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-07-17,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-07-17,V-22JUL-01 (Omicron BA.2.75),332177.0,0.1
E12000002,North West,region,2022-07-17,V-22OCT-01 (Omicron BQ.1),332177.0,0.1
E12000002,North West,region,2022-07-17,VOC-21NOV-01 (Omicron BA.1),332177.0,0.1
E12000002,North West,region,2022-07-17,VOC-22APR-03 (Omicron BA.4),332177.0,11.7
E12000002,North West,region,2022-07-17,VOC-22APR-04 (Omicron BA.5),332177.0,81.2
E12000002,North West,region,2022-07-17,VOC-22JAN-01 (Omicron BA.2),332177.0,0.8
E12000002,North West,region,2022-07-10,Other,330867.0,5.0
E12000002,North West,region,2022-07-10,V-20DEC-01 (Alpha),0.0,0.0
E12000002,North West,region,2022-07-10,V-21APR-02 (Delta B.1.617.2),0.0,0.0
E12000002,North West,region,2022-07-10,V-21OCT-01 (Delta AY 4.2),0.0,0.0
E12000002,North West,region,2022-07-10,V-22JUL-01 (Omicron BA.2.75),0.0,0.0
E12000002,North West,region,2022-07-10,V-22OCT-01 (Omicron BQ.1),0.0,0.0
E12000002,North West,region,2022-07-10,VOC-21NOV-01 (Omicron BA.1),0.0,0.0
E12000002,North West,region,2022-07-10,VOC-22APR-03 (Omicron BA.4),330867.0,13.3
