areaCode,areaName,areaType,date,cumPeopleVaccinatedFirstDoseByPublishDate,cumPeopleVaccinatedSecondDoseByPublishDate,newPeopleVaccinatedFirstDoseByPublishDate,newPeopleVaccinatedSecondDoseByPublishDate
E12000003,Yorkshire and The Humber,region,2022-08-05,4215394,4021049,0,0
E12000003,Yorkshire and The Humber,region,2022-08-04,4215394,4021049,0,0
E12000003,Yorkshire and The Humber,region,2022-08-03,4215394,4021049,0,0
E12000003,Yorkshire and The Humber,region,2022-08-02,4215394,4021049,0,1779
E12000003,Yorkshire and The Humber,region,2022-08-01,4215773,4019270,0,0
E12000003,Yorkshire and The Humber,region,2022-07-31,4215773,4019270,0,0
E12000003,Yorkshire and The Humber,region,2022-07-30,4215773,4019270,0,0
E12000003,Yorkshire and The Humber,region,2022-07-29,4215773,4019270,0,0
E12000003,Yorkshire and The Humber,region,2022-07-28,4215773,4019270,0,0
E12000003,Yorkshire and The Humber,region,2022-07-27,4215773,4019270,0,0
E12000003,Yorkshire and The Humber,region,2022-07-26,4215773,4019270,0,1608
E12000003,Yorkshire and The Humber,region,2022-07-25,4216331,4017662,0,0
E12000003,Yorkshire and The Humber,region,2022-07-24,4216331,4017662,0,0
E12000003,Yorkshire and The Humber,region,2022-07-23,4216331,4017662,0,0
E12000003,Yorkshire and The Humber,region,2022-07-22,4216331,4017662,0,0
E12000003,Yorkshire and The Humber,region,2022-07-21,4216331,4017662,0,0
E12000003,Yorkshire and The Humber,region,2022-07-20,4216331,4017662,0,0
E12000003,Yorkshire and The Humber,region,2022-07-19,4216331,4017662,0,2012
E12000003,Yorkshire and The Humber,region,2022-07-18,4216731,4015650,0,0
E12000003,Yorkshire and The Humber,region,2022-07-17,4216731,4015650,0,0
E12000003,Yorkshire and The Humber,region,2022-07-16,4216731,4015650,0,0
E12000003,Yorkshire and The Humber,region,2022-07-15,4216731,4015650,0,0
E12000003,Yorkshire and The Humber,region,2022-07-14,4216731,4015650,0,0
E12000003,Yorkshire and The Humber,region,2022-07-13,4216731,4015650,0,0
E12000003,Yorkshire and The Humber,region,2022-07-12,4216731,4015650,0,1973
E12000003,Yorkshire and The Humber,region,2022-07-11,4217339,4013677,0,0
E12000003,Yorkshire and The Humber,region,2022-07-10,4217339,4013677,0,0
E12000003,Yorkshire and The Humber,region,2022-07-09,4217339,4013677,0,0
E12000003,Yorkshire and The Humber,region,2022-07-08,4217339,4013677,0,0
E12000003,Yorkshire and The Humber,region,2022-07-07,4217339,4013677,0,0
E12000003,Yorkshire and The Humber,region,2022-07-06,4217339,4013677,0,0
E12000003,Yorkshire and The Humber,region,2022-07-05,4217339,4013677,0,1982
E12000003,Yorkshire and The Humber,region,2022-07-04,4217373,4011695,0,0
E12000003,Yorkshire and The Humber,region,2022-07-03,4217373,4011695,0,0
E12000003,Yorkshire and The Humber,region,2022-07-02,4217373,4011695,0,0
E12000003,Yorkshire and The Humber,region,2022-07-01,4217373,4011695,0,0
E12000003,Yorkshire and The Humber,region,2022-06-30,4217373,4011695,0,126
E12000003,Yorkshire and The Humber,region,2022-06-29,4217497,4011569,0,191
E12000003,Yorkshire and The Humber,region,2022-06-28,4217620,4011378,0,3
E12000003,Yorkshire and The Humber,region,2022-06-27,4217778,4011375,108,411
E12000003,Yorkshire and The Humber,region,2022-06-26,4217670,4010964,13,979
E12000003,Yorkshire and The Humber,region,2022-06-25,4217657,4009985,0,0
E12000003,Yorkshire and The Humber,region,2022-06-24,4217657,4009985,0,0
E12000003,Yorkshire and The Humber,region,2022-06-23,4217657,4009985,0,34
E12000003,Yorkshire and The Humber,region,2022-06-22,4217854,4009951,0,264
E12000003,Yorkshire and The Humber,region,2022-06-21,4217867,4009687,0,198
E12000003,Yorkshire and The Humber,region,2022-06-20,4217872,4009489,126,479
E12000003,Yorkshire and The Humber,region,2022-06-19,4217746,4009010,0,764
E12000003,Yorkshire and The Humber,region,2022-06-18,4217868,4008246,0,0
E12000003,Yorkshire and The Humber,region,2022-06-17,4217868,4008246,0,0
E12000003,Yorkshire and The Humber,region,2022-06-16,4217868,4008246,0,61
E12000003,Yorkshire and The Humber,region,2022-06-15,4218064,4008185,0,125
E12000003,Yorkshire and The Humber,region,2022-06-14,4218176,4008060,0,0
E12000003,Yorkshire and The Humber,region,2022-06-13,4218486,4008114,91,382
E12000003,Yorkshire and The Humber,region,2022-06-12,4218395,4007732,0,1133
E12000003,Yorkshire and The Humber,region,2022-06-11,4218396,4006599,0,0
E12000003,Yorkshire and The Humber,region,2022-06-10,4218396,4006599,0,0
E12000003,Yorkshire and The Humber,region,2022-06-09,4218396,4006599,0,328
E12000003,Yorkshire and The Humber,region,2022-06-08,4218403,4006271,0,190
E12000003,Yorkshire and The Humber,region,2022-06-07,4218454,4006081,0,170
E12000003,Yorkshire and The Humber,region,2022-06-06,4218580,4005911,99,414
E12000003,Yorkshire and The Humber,region,2022-06-05,4218481,4005497,127,1305
E12000003,Yorkshire and The Humber,region,2022-06-04,4218354,4004192,0,0
E12000003,Yorkshire and The Humber,region,2022-06-03,4218354,4004192,0,0
E12000003,Yorkshire and The Humber,region,2022-06-02,4218354,4004192,0,0
E12000003,Yorkshire and The Humber,region,2022-06-01,4218354,4004192,0,0
E12000003,Yorkshire and The Humber,region,2022-05-31,4218354,4004192,32,594
E12000003,Yorkshire and The Humber,region,2022-05-30,4218322,4003598,128,613
E12000003,Yorkshire and The Humber,region,2022-05-29,4218194,4002985,81,1514
E12000003,Yorkshire and The Humber,region,2022-05-28,4218113,4001471,0,0
E12000003,Yorkshire and The Humber,region,2022-05-27,4218113,4001471,0,0
E12000003,Yorkshire and The Humber,region,2022-05-26,4218113,4001471,29,419
E12000003,Yorkshire and The Humber,region,2022-05-25,4218084,4001052,23,298
E12000003,Yorkshire and The Humber,region,2022-05-24,4218061,4000754,0,214
E12000003,Yorkshire and The Humber,region,2022-05-23,4218102,4000540,191,466
E12000003,Yorkshire and The Humber,region,2022-05-22,4217911,4000074,252,1417
E12000003,Yorkshire and The Humber,region,2022-05-21,4217659,3998657,0,0
E12000003,Yorkshire and The Humber,region,2022-05-20,4217659,3998657,0,0
E12000003,Yorkshire and The Humber,region,2022-05-19,4217659,3998657,201,478
E12000003,Yorkshire and The Humber,region,2022-05-18,4217458,3998179,101,444
E12000003,Yorkshire and The Humber,region,2022-05-17,4217357,3997735,0,302
E12000003,Yorkshire and The Humber,region,2022-05-16,4217452,3997433,221,525
E12000003,Yorkshire and The Humber,region,2022-05-15,4217231,3996908,397,1942
E12000003,Yorkshire and The Humber,region,2022-05-14,4216834,3994966,0,0
E12000003,Yorkshire and The Humber,region,2022-05-13,4216834,3994966,0,0
E12000003,Yorkshire and The Humber,region,2022-05-12,4216834,3994966,0,366
E12000003,Yorkshire and The Humber,region,2022-05-11,4216847,3994600,134,623
E12000003,Yorkshire and The Humber,region,2022-05-10,4216713,3993977,16,494
E12000003,Yorkshire and The Humber,region,2022-05-09,4216697,3993483,311,790
E12000003,Yorkshire and The Humber,region,2022-05-08,4216386,3992693,522,2350
E12000003,Yorkshire and The Humber,region,2022-05-07,4215864,3990343,0,0
E12000003,Yorkshire and The Humber,region,2022-05-06,4215864,3990343,0,0
E12000003,Yorkshire and The Humber,region,2022-05-05,4215864,3990343,72,511
E12000003,Yorkshire and The Humber,region,2022-05-04,4215792,3989832,143,684
E12000003,Yorkshire and The Humber,region,2022-05-03,4215649,3989148,144,489
E12000003,Yorkshire and The Humber,region,2022-05-02,4215505,3988659,409,2536
E12000003,Yorkshire and The Humber,region,2022-05-01,4215096,3986123,0,0
E12000003,Yorkshire and The Humber,region,2022-04-30,4215096,3986123,0,0
E12000003,Yorkshire and The Humber,region,2022-04-29,4215096,3986123,0,0
E12000003,Yorkshire and The Humber,region,2022-04-28,4215096,3986123,71,457
E12000003,Yorkshire and The Humber,region,2022-04-27,4215025,3985666,119,612
E12000003,Yorkshire and The Humber,region,2022-04-26,4214906,3985054,43,457
E12000003,Yorkshire and The Humber,region,2022-04-25,4214863,3984597,257,582
E12000003,Yorkshire and The Humber,region,2022-04-24,4214606,3984015,511,2459
E12000003,Yorkshire and The Humber,region,2022-04-23,4214095,3981556,0,0
E12000003,Yorkshire and The Humber,region,2022-04-22,4214095,3981556,0,0
E12000003,Yorkshire and The Humber,region,2022-04-21,4214095,3981556,164,694
E12000003,Yorkshire and The Humber,region,2022-04-20,4213931,3980862,61,874
E12000003,Yorkshire and The Humber,region,2022-04-19,4213870,3979988,329,743
E12000003,Yorkshire and The Humber,region,2022-04-18,4213541,3979245,510,2221
E12000003,Yorkshire and The Humber,region,2022-04-17,4213031,3977024,0,0
E12000003,Yorkshire and The Humber,region,2022-04-16,4213031,3977024,0,0
E12000003,Yorkshire and The Humber,region,2022-04-15,4213031,3977024,0,0
E12000003,Yorkshire and The Humber,region,2022-04-14,4213031,3977024,0,0
E12000003,Yorkshire and The Humber,region,2022-04-13,4213031,3977024,242,971
E12000003,Yorkshire and The Humber,region,2022-04-12,4212789,3976053,127,692
E12000003,Yorkshire and The Humber,region,2022-04-11,4212662,3975361,15449,5537
E12000003,Yorkshire and The Humber,region,2022-04-10,4197213,3969824,238,2424
E12000003,Yorkshire and The Humber,region,2022-04-09,4196975,3967400,0,0
E12000003,Yorkshire and The Humber,region,2022-04-08,4196975,3967400,0,0
E12000003,Yorkshire and The Humber,region,2022-04-07,4196975,3967400,0,646
E12000003,Yorkshire and The Humber,region,2022-04-06,4197016,3966754,117,706
E12000003,Yorkshire and The Humber,region,2022-04-05,4196899,3966048,68,531
E12000003,Yorkshire and The Humber,region,2022-04-04,4196831,3965517,389,1048
E12000003,Yorkshire and The Humber,region,2022-04-03,4196442,3964469,385,2465
E12000003,Yorkshire and The Humber,region,2022-04-02,4196057,3962004,0,0
E12000003,Yorkshire and The Humber,region,2022-04-01,4196057,3962004,0,0
E12000003,Yorkshire and The Humber,region,2022-03-31,4196057,3962004,17,832
E12000003,Yorkshire and The Humber,region,2022-03-30,4196040,3961172,138,1019
E12000003,Yorkshire and The Humber,region,2022-03-29,4195902,3960153,226,1005
E12000003,Yorkshire and The Humber,region,2022-03-28,4195676,3959148,266,1119
E12000003,Yorkshire and The Humber,region,2022-03-27,4195410,3958029,403,2687
E12000003,Yorkshire and The Humber,region,2022-03-26,4195007,3955342,0,0
E12000003,Yorkshire and The Humber,region,2022-03-25,4195007,3955342,0,0
E12000003,Yorkshire and The Humber,region,2022-03-24,4195007,3955342,96,751
E12000003,Yorkshire and The Humber,region,2022-03-23,4194911,3954591,202,1195
E12000003,Yorkshire and The Humber,region,2022-03-22,4194709,3953396,55,770
E12000003,Yorkshire and The Humber,region,2022-03-21,4194654,3952626,229,1160
E12000003,Yorkshire and The Humber,region,2022-03-20,4194425,3951466,479,3043
E12000003,Yorkshire and The Humber,region,2022-03-19,4193946,3948423,0,0
E12000003,Yorkshire and The Humber,region,2022-03-18,4193946,3948423,0,0
E12000003,Yorkshire and The Humber,region,2022-03-17,4193946,3948423,149,1070
E12000003,Yorkshire and The Humber,region,2022-03-16,4193797,3947353,391,1366
E12000003,Yorkshire and The Humber,region,2022-03-15,4193406,3945987,353,1069
E12000003,Yorkshire and The Humber,region,2022-03-14,4193053,3944918,315,1284
E12000003,Yorkshire and The Humber,region,2022-03-13,4192738,3943634,576,3100
E12000003,Yorkshire and The Humber,region,2022-03-12,4192162,3940534,0,0
E12000003,Yorkshire and The Humber,region,2022-03-11,4192162,3940534,0,0
E12000003,Yorkshire and The Humber,region,2022-03-10,4192162,3940534,41,660
E12000003,Yorkshire and The Humber,region,2022-03-09,4192121,3939874,337,1437
E12000003,Yorkshire and The Humber,region,2022-03-08,4191784,3938437,195,865
E12000003,Yorkshire and The Humber,region,2022-03-07,4191589,3937572,404,1339
E12000003,Yorkshire and The Humber,region,2022-03-06,4191185,3936233,,
E12000004,East Midlands,region,2022-12-21,3781574,3632373,0,0
E12000004,East Midlands,region,2022-12-20,3782820,3633593,0,0
E12000004,East Midlands,region,2022-12-19,3782820,3633593,0,0
E12000004,East Midlands,region,2022-12-18,3782820,3633593,0,0
E12000004,East Midlands,region,2022-12-17,3782820,3633593,0,0
E12000004,East Midlands,region,2022-12-16,3782820,3633593,0,0
E12000004,East Midlands,region,2022-12-15,3782820,3633593,0,0
E12000004,East Midlands,region,2022-12-14,3782820,3633593,8022,7619
E12000004,East Midlands,region,2022-12-13,3774798,3625974,0,0
E12000004,East Midlands,region,2022-12-12,3774798,3625974,0,0
E12000004,East Midlands,region,2022-12-11,3774798,3625974,0,0
E12000004,East Midlands,region,2022-12-10,3774798,3625974,0,0
E12000004,East Midlands,region,2022-12-09,3774798,3625974,0,0
E12000004,East Midlands,region,2022-12-08,3774798,3625974,0,0
E12000004,East Midlands,region,2022-12-07,3774798,3625974,0,0
E12000004,East Midlands,region,2022-12-06,3774951,3626109,0,0
E12000004,East Midlands,region,2022-12-05,3775364,3626498,0,0
E12000004,East Midlands,region,2022-12-04,3775436,3626544,0,0
E12000004,East Midlands,region,2022-12-03,3775436,3626544,0,0
E12000004,East Midlands,region,2022-12-02,3775436,3626544,0,0
E12000004,East Midlands,region,2022-12-01,3775436,3626544,0,0
E12000004,East Midlands,region,2022-11-30,3775436,3626544,0,0
E12000004,East Midlands,region,2022-11-29,3775895,3626983,0,0
E12000004,East Midlands,region,2022-11-28,3775895,3626983,0,0
E12000004,East Midlands,region,2022-11-27,3775895,3626983,0,0
E12000004,East Midlands,region,2022-11-26,3775895,3626983,0,0
E12000004,East Midlands,region,2022-11-25,3775895,3626983,0,0
E12000004,East Midlands,region,2022-11-24,3775895,3626983,0,0
E12000004,East Midlands,region,2022-11-23,3775895,3626983,0,0
E12000004,East Midlands,region,2022-11-22,3776285,3627321,0,0
E12000004,East Midlands,region,2022-11-21,3776285,3627321,0,0
E12000004,East Midlands,region,2022-11-20,3776285,3627321,0,0
E12000004,East Midlands,region,2022-11-19,3776285,3627321,0,0
E12000004,East Midlands,region,2022-11-18,3776285,3627321,0,0
E12000004,East Midlands,region,2022-11-17,3776285,3627321,0,0
E12000004,East Midlands,region,2022-11-16,3776285,3627321,0,0
E12000004,East Midlands,region,2022-11-15,3776682,3627585,0,0
E12000004,East Midlands,region,2022-11-14,3776682,3627585,0,0
E12000004,East Midlands,region,2022-11-13,3776682,3627585,0,0
E12000004,East Midlands,region,2022-11-12,3776682,3627585,0,0
E12000004,East Midlands,region,2022-11-11,3776682,3627585,0,0
E12000004,East Midlands,region,2022-11-10,3776682,3627585,0,0
E12000004,East Midlands,region,2022-11-09,3776682,3627585,0,0
E12000004,East Midlands,region,2022-11-08,3777161,3628018,0,0
E12000004,East Midlands,region,2022-11-07,3777161,3628018,0,0
E12000004,East Midlands,region,2022-11-06,3777161,3628018,0,0
E12000004,East Midlands,region,2022-11-05,3777161,3628018,0,0
E12000004,East Midlands,region,2022-11-04,3777161,3628018,0,0
E12000004,East Midlands,region,2022-11-03,3777161,3628018,0,0
E12000004,East Midlands,region,2022-11-02,3777161,3628018,0,0
E12000004,East Midlands,region,2022-11-01,3777526,3628205,0,0
E12000004,East Midlands,region,2022-10-31,3777526,3628205,0,0
E12000004,East Midlands,region,2022-10-30,3777526,3628205,0,0
E12000004,East Midlands,region,2022-10-29,3777526,3628205,0,0
E12000004,East Midlands,region,2022-10-28,3777526,3628205,0,0
E12000004,East Midlands,region,2022-10-27,3777526,3628205,0,0
E12000004,East Midlands,region,2022-10-26,3777526,3628205,0,89
E12000004,East Midlands,region,2022-10-25,3777600,3628116,0,0
E12000004,East Midlands,region,2022-10-24,3777600,3628116,0,0
E12000004,East Midlands,region,2022-10-23,3777600,3628116,0,0
E12000004,East Midlands,region,2022-10-22,3777600,3628116,0,0
E12000004,East Midlands,region,2022-10-21,3777600,3628116,0,0
E12000004,East Midlands,region,2022-10-20,3777600,3628116,0,0
E12000004,East Midlands,region,2022-10-19,3777600,3628116,0,45
E12000004,East Midlands,region,2022-10-18,3777728,3628071,0,0
E12000004,East Midlands,region,2022-10-17,3777728,3628071,0,0
E12000004,East Midlands,region,2022-10-16,3777728,3628071,0,0
E12000004,East Midlands,region,2022-10-15,3777728,3628071,0,0
E12000004,East Midlands,region,2022-10-14,3777728,3628071,0,0
E12000004,East Midlands,region,2022-10-13,3777728,3628071,0,0
E12000004,East Midlands,region,2022-10-12,3777728,3628071,0,0
E12000004,East Midlands,region,2022-10-11,3778007,3628136,0,0
E12000004,East Midlands,region,2022-10-10,3778007,3628136,0,0
E12000004,East Midlands,region,2022-10-09,3778007,3628136,0,0
E12000004,East Midlands,region,2022-10-08,3778007,3628136,0,0
E12000004,East Midlands,region,2022-10-07,3778007,3628136,0,0
E12000004,East Midlands,region,2022-10-06,3778007,3628136,0,0
E12000004,East Midlands,region,2022-10-05,3778007,3628136,126,424
E12000004,East Midlands,region,2022-10-04,3777881,3627712,0,0
E12000004,East Midlands,region,2022-10-03,3777881,3627712,0,0
E12000004,East Midlands,region,2022-10-02,3777881,3627712,0,0
E12000004,East Midlands,region,2022-10-01,3777881,3627712,0,0
E12000004,East Midlands,region,2022-09-30,3777881,3627712,0,0
E12000004,East Midlands,region,2022-09-29,3777881,3627712,0,0
E12000004,East Midlands,region,2022-09-28,3777881,3627712,711,1020
E12000004,East Midlands,region,2022-09-27,3777170,3626692,0,0
E12000004,East Midlands,region,2022-09-26,3777170,3626692,0,0
E12000004,East Midlands,region,2022-09-25,3777170,3626692,0,0
E12000004,East Midlands,region,2022-09-24,3777170,3626692,0,0
E12000004,East Midlands,region,2022-09-23,3777170,3626692,0,0
E12000004,East Midlands,region,2022-09-22,3777170,3626692,0,0
E12000004,East Midlands,region,2022-09-21,3777170,3626692,311,530
E12000004,East Midlands,region,2022-09-20,3776859,3626162,0,0
E12000004,East Midlands,region,2022-09-19,3776859,3626162,0,0
E12000004,East Midlands,region,2022-09-18,3776859,3626162,0,0
E12000004,East Midlands,region,2022-09-17,3776859,3626162,0,0
E12000004,East Midlands,region,2022-09-16,3776859,3626162,0,0
E12000004,East Midlands,region,2022-09-15,3776859,3626162,0,0
E12000004,East Midlands,region,2022-09-14,3776859,3626162,239,408
E12000004,East Midlands,region,2022-09-13,3776620,3625754,0,0
E12000004,East Midlands,region,2022-09-12,3776620,3625754,0,0
E12000004,East Midlands,region,2022-09-11,3776620,3625754,0,0
E12000004,East Midlands,region,2022-09-10,3776620,3625754,0,0
E12000004,East Midlands,region,2022-09-09,3776620,3625754,0,0
E12000004,East Midlands,region,2022-09-08,3776620,3625754,0,0
E12000004,East Midlands,region,2022-09-07,3776620,3625754,0,0
E12000004,East Midlands,region,2022-09-06,3777234,3626032,0,0
E12000004,East Midlands,region,2022-09-05,3777234,3626032,0,0
E12000004,East Midlands,region,2022-09-04,3777234,3626032,0,0
E12000004,East Midlands,region,2022-09-03,3777234,3626032,0,0
E12000004,East Midlands,region,2022-09-02,3777234,3626032,0,0
E12000004,East Midlands,region,2022-09-01,3777234,3626032,0,0
E12000004,East Midlands,region,2022-08-31,3777234,3626032,0,0
E12000004,East Midlands,region,2022-08-30,3777234,3626032,0,515
E12000004,East Midlands,region,2022-08-29,3777366,3625517,0,0
E12000004,East Midlands,region,2022-08-28,3777366,3625517,0,0
E12000004,East Midlands,region,2022-08-27,3777366,3625517,0,0
E12000004,East Midlands,region,2022-08-26,3777366,3625517,0,0
E12000004,East Midlands,region,2022-08-25,3777366,3625517,0,0
E12000004,East Midlands,region,2022-08-24,3777366,3625517,0,0
E12000004,East Midlands,region,2022-08-23,3777366,3625517,0,0
E12000004,East Midlands,region,2022-08-22,3778188,3625537,0,0
E12000004,East Midlands,region,2022-08-21,3778188,3625537,0,0
E12000004,East Midlands,region,2022-08-20,3778188,3625537,0,0
E12000004,East Midlands,region,2022-08-19,3778188,3625537,0,0
E12000004,East Midlands,region,2022-08-18,3778188,3625537,0,0
E12000004,East Midlands,region,2022-08-17,3778188,3625537,0,0
E12000004,East Midlands,region,2022-08-16,3778188,3625537,0,391
E12000004,East Midlands,region,2022-08-15,3778502,3625146,0,0
E12000004,East Midlands,region,2022-08-14,3778502,3625146,0,0
E12000004,East Midlands,region,2022-08-13,3778502,3625146,0,0
E12000004,East Midlands,region,2022-08-12,3778502,3625146,0,0
E12000004,East Midlands,region,2022-08-11,3778502,3625146,0,0
E12000004,East Midlands,region,2022-08-10,3778502,3625146,0,0
E12000004,East Midlands,region,2022-08-09,3778502,3625146,0,634
E12000004,East Midlands,region,2022-08-08,3778932,3624512,0,0
E12000004,East Midlands,region,2022-08-07,3778932,3624512,0,0
E12000004,East Midlands,region,2022-08-06,3778932,3624512,0,0
E12000004,East Midlands,region,2022-08-05,3778932,3624512,0,0
E12000004,East Midlands,region,2022-08-04,3778932,3624512,0,0
E12000004,East Midlands,region,2022-08-03,3778932,3624512,0,0
E12000004,East Midlands,region,2022-08-02,3778932,3624512,0,928
E12000004,East Midlands,region,2022-08-01,3779267,3623584,0,0
E12000004,East Midlands,region,2022-07-31,3779267,3623584,0,0
E12000004,East Midlands,region,2022-07-30,3779267,3623584,0,0
E12000004,East Midlands,region,2022-07-29,3779267,3623584,0,0
E12000004,East Midlands,region,2022-07-28,3779267,3623584,0,0
E12000004,East Midlands,region,2022-07-27,3779267,3623584,0,0
E12000004,East Midlands,region,2022-07-26,3779267,3623584,0,918
E12000004,East Midlands,region,2022-07-25,3779909,3622666,0,0
E12000004,East Midlands,region,2022-07-24,3779909,3622666,0,0
E12000004,East Midlands,region,2022-07-23,3779909,3622666,0,0
E12000004,East Midlands,region,2022-07-22,3779909,3622666,0,0
E12000004,East Midlands,region,2022-07-21,3779909,3622666,0,0
E12000004,East Midlands,region,2022-07-20,3779909,3622666,0,0
E12000004,East Midlands,region,2022-07-19,3779909,3622666,0,1150
E12000004,East Midlands,region,2022-07-18,3780557,3621516,0,0
E12000004,East Midlands,region,2022-07-17,3780557,3621516,0,0
E12000004,East Midlands,region,2022-07-16,3780557,3621516,0,0
E12000004,East Midlands,region,2022-07-15,3780557,3621516,0,0
E12000004,East Midlands,region,2022-07-14,3780557,3621516,0,0
E12000004,East Midlands,region,2022-07-13,3780557,3621516,0,0
E12000004,East Midlands,region,2022-07-12,3780557,3621516,0,1531
E12000004,East Midlands,region,2022-07-11,3781206,3619985,0,0
E12000004,East Midlands,region,2022-07-10,3781206,3619985,0,0
E12000004,East Midlands,region,2022-07-09,3781206,3619985,0,0
E12000004,East Midlands,region,2022-07-08,3781206,3619985,0,0
E12000004,East Midlands,region,2022-07-07,3781206,3619985,0,0
E12000004,East Midlands,region,2022-07-06,3781206,3619985,0,0
E12000004,East Midlands,region,2022-07-05,3781206,3619985,0,1493
E12000004,East Midlands,region,2022-07-04,3781271,3618492,0,0
E12000004,East Midlands,region,2022-07-03,3781271,3618492,0,0
E12000004,East Midlands,region,2022-07-02,3781271,3618492,0,0
E12000004,East Midlands,region,2022-07-01,3781271,3618492,0,0
E12000004,East Midlands,region,2022-06-30,3781271,3618492,0,76
E12000004,East Midlands,region,2022-06-29,3781405,3618416,0,196
E12000004,East Midlands,region,2022-06-28,3781504,3618220,0,0
E12000004,East Midlands,region,2022-06-27,3781727,3618237,76,291
E12000004,East Midlands,region,2022-06-26,3781651,3617946,0,997
E12000004,East Midlands,region,2022-06-25,3781682,3616949,0,0
E12000004,East Midlands,region,2022-06-24,3781682,3616949,0,0
E12000004,East Midlands,region,2022-06-23,3781682,3616949,0,54
E12000004,East Midlands,region,2022-06-22,3781783,3616895,0,78
E12000004,East Midlands,region,2022-06-21,3781941,3616817,0,95
E12000004,East Midlands,region,2022-06-20,3782037,3616722,47,259
E12000004,East Midlands,region,2022-06-19,3781990,3616463,0,641
E12000004,East Midlands,region,2022-06-18,3782194,3615822,0,0
E12000004,East Midlands,region,2022-06-17,3782194,3615822,0,0
E12000004,East Midlands,region,2022-06-16,3782194,3615822,0,0
E12000004,East Midlands,region,2022-06-15,3782378,3615840,0,173
E12000004,East Midlands,region,2022-06-14,3782417,3615667,0,0
E12000004,East Midlands,region,2022-06-13,3782657,3615714,80,273
E12000004,East Midlands,region,2022-06-12,3782577,3615441,0,895
E12000004,East Midlands,region,2022-06-11,3782646,3614546,0,0
E12000004,East Midlands,region,2022-06-10,3782646,3614546,0,0
E12000004,East Midlands,region,2022-06-09,3782646,3614546,0,80
E12000004,East Midlands,region,2022-06-08,3782717,3614466,0,24
E12000004,East Midlands,region,2022-06-07,3782862,3614442,0,0
E12000004,East Midlands,region,2022-06-06,3783091,3614503,102,330
E12000004,East Midlands,region,2022-06-05,3782989,3614173,24,821
E12000004,East Midlands,region,2022-06-04,3782965,3613352,0,0
E12000004,East Midlands,region,2022-06-03,3782965,3613352,0,0
E12000004,East Midlands,region,2022-06-02,3782965,3613352,0,0
E12000004,East Midlands,region,2022-06-01,3782965,3613352,0,0
E12000004,East Midlands,region,2022-05-31,3782965,3613352,50,393
E12000004,East Midlands,region,2022-05-30,3782915,3612959,178,617
E12000004,East Midlands,region,2022-05-29,3782737,3612342,85,1150
E12000004,East Midlands,region,2022-05-28,3782652,3611192,0,0
E12000004,East Midlands,region,2022-05-27,3782652,3611192,0,0
E12000004,East Midlands,region,2022-05-26,3782652,3611192,0,135
E12000004,East Midlands,region,2022-05-25,3782665,3611057,35,274
E12000004,East Midlands,region,2022-05-24,3782630,3610783,0,210
E12000004,East Midlands,region,2022-05-23,3782650,3610573,123,366
E12000004,East Midlands,region,2022-05-22,3782527,3610207,134,1050
E12000004,East Midlands,region,2022-05-21,3782393,3609157,0,0
E12000004,East Midlands,region,2022-05-20,3782393,3609157,0,0
E12000004,East Midlands,region,2022-05-19,3782393,3609157,189,291
E12000004,East Midlands,region,2022-05-18,3782204,3608866,25,361
E12000004,East Midlands,region,2022-05-17,3782179,3608505,0,273
E12000004,East Midlands,region,2022-05-16,3782191,3608232,182,377
E12000004,East Midlands,region,2022-05-15,3782009,3607855,233,1461
E12000004,East Midlands,region,2022-05-14,3781776,3606394,0,0
E12000004,East Midlands,region,2022-05-13,3781776,3606394,0,0
E12000004,East Midlands,region,2022-05-12,3781776,3606394,0,251
E12000004,East Midlands,region,2022-05-11,3781785,3606143,76,388
E12000004,East Midlands,region,2022-05-10,3781709,3605755,0,320
E12000004,East Midlands,region,2022-05-09,3781716,3605435,200,622
E12000004,East Midlands,region,2022-05-08,3781516,3604813,44,1458
E12000004,East Midlands,region,2022-05-07,3781472,3603355,0,0
E12000004,East Midlands,region,2022-05-06,3781472,3603355,0,0
E12000004,East Midlands,region,2022-05-05,3781472,3603355,14,248
E12000004,East Midlands,region,2022-05-04,3781458,3603107,49,474
E12000004,East Midlands,region,2022-05-03,3781409,3602633,102,306
E12000004,East Midlands,region,2022-05-02,3781307,3602327,396,2074
E12000004,East Midlands,region,2022-05-01,3780911,3600253,0,0
E12000004,East Midlands,region,2022-04-30,3780911,3600253,0,0
E12000004,East Midlands,region,2022-04-29,3780911,3600253,0,0
E12000004,East Midlands,region,2022-04-28,3780911,3600253,6,224
E12000004,East Midlands,region,2022-04-27,3780905,3600029,32,418
E12000004,East Midlands,region,2022-04-26,3780873,3599611,170,1221
E12000004,East Midlands,region,2022-04-25,3780703,3598390,171,543
E12000004,East Midlands,region,2022-04-24,3780532,3597847,369,2088
E12000004,East Midlands,region,2022-04-23,3780163,3595759,0,0
E12000004,East Midlands,region,2022-04-22,3780163,3595759,0,0
E12000004,East Midlands,region,2022-04-21,3780163,3595759,126,527
E12000004,East Midlands,region,2022-04-20,3780037,3595232,0,442
E12000004,East Midlands,region,2022-04-19,3780194,3594790,313,809
E12000004,East Midlands,region,2022-04-18,3779881,3593981,509,2140
E12000004,East Midlands,region,2022-04-17,3779372,3591841,0,0
E12000004,East Midlands,region,2022-04-16,3779372,3591841,0,0
